"Notes"	"County"	"County Code"	"Single Race 6"	"Single Race 6 Code"	Deaths	Population	Crude Rate	Crude Rate Lower 95% Confidence Interval	Crude Rate Upper 95% Confidence Interval	Crude Rate Standard Error	% of Total Deaths
	"Sharkey County, MS"	"28125"	"White"	"2106-3"	12	4491	Unreliable	138.0655	466.7468	77.1343	0.0011%
	"Simpson County, MS"	"28127"	"Black or African American"	"2054-5"	33	37382	88.2778	60.7660	123.9747	15.3672	0.0031%
	"Simpson County, MS"	"28127"	"White"	"2106-3"	143	66114	216.2931	180.8419	251.7442	18.0873	0.0133%
	"Smith County, MS"	"28129"	"Black or African American"	"2054-5"	10	14699	Unreliable	32.6240	125.1133	21.5136	0.0009%
	"Smith County, MS"	"28129"	"White"	"2106-3"	77	46488	165.6341	130.7152	207.0145	18.8758	0.0072%
	"Stone County, MS"	"28131"	"Black or African American"	"2054-5"	10	14253	Unreliable	33.6448	129.0283	22.1868	0.0009%
	"Stone County, MS"	"28131"	"White"	"2106-3"	83	57909	143.3283	114.1596	177.6770	15.7323	0.0077%
	"Sunflower County, MS"	"28133"	"Black or African American"	"2054-5"	66	74593	88.4802	68.4305	112.5689	10.8912	0.0061%
	"Sunflower County, MS"	"28133"	"White"	"2106-3"	66	24928	264.7625	204.7673	336.8441	32.5900	0.0061%
	"Tallahatchie County, MS"	"28135"	"Black or African American"	"2054-5"	23	30468	75.4890	47.8533	113.2705	15.7406	0.0021%
	"Tallahatchie County, MS"	"28135"	"White"	"2106-3"	36	21877	164.5564	115.2536	227.8151	27.4261	0.0033%
	"Tate County, MS"	"28137"	"Black or African American"	"2054-5"	27	35263	76.5675	50.4588	111.4019	14.7354	0.0025%
	"Tate County, MS"	"28137"	"White"	"2106-3"	108	76294	141.5577	114.8597	168.2556	13.6214	0.0100%
	"Tippah County, MS"	"28139"	"White"	"2106-3"	159	70616	225.1614	190.1628	260.1601	17.8565	0.0148%
	"Tishomingo County, MS"	"28141"	"White"	"2106-3"	147	73554	199.8532	167.5453	232.1610	16.4836	0.0137%
	"Tunica County, MS"	"28143"	"Black or African American"	"2054-5"	29	29933	96.8830	64.8845	139.1405	17.9907	0.0027%
	"Tunica County, MS"	"28143"	"White"	"2106-3"	24	7845	305.9273	196.0138	455.1954	62.4472	0.0022%
	"Union County, MS"	"28145"	"Black or African American"	"2054-5"	10	17738	Unreliable	27.0346	103.6780	17.8277	0.0009%
	"Union County, MS"	"28145"	"White"	"2106-3"	120	92742	129.3912	106.2402	152.5422	11.8117	0.0112%
	"Walthall County, MS"	"28147"	"Black or African American"	"2054-5"	25	24574	101.7335	65.8369	150.1791	20.3467	0.0023%
	"Walthall County, MS"	"28147"	"White"	"2106-3"	71	30829	230.3026	179.8687	290.4945	27.3319	0.0066%
	"Warren County, MS"	"28149"	"Black or African American"	"2054-5"	70	88712	78.9070	61.5120	99.6943	9.4312	0.0065%
	"Warren County, MS"	"28149"	"White"	"2106-3"	154	87237	176.5306	148.6491	204.4121	14.2252	0.0143%
	"Washington County, MS"	"28151"	"Black or African American"	"2054-5"	122	127278	95.8532	78.8440	112.8623	8.6781	0.0113%
	"Washington County, MS"	"28151"	"White"	"2106-3"	102	45045	226.4402	182.4952	270.3852	22.4209	0.0095%
	"Wayne County, MS"	"28153"	"Black or African American"	"2054-5"	28	32284	86.7303	57.6314	125.3495	16.3905	0.0026%
	"Wayne County, MS"	"28153"	"White"	"2106-3"	61	46890	130.0917	99.5097	167.1080	16.6565	0.0057%
	"Webster County, MS"	"28155"	"White"	"2106-3"	56	31148	179.7868	135.8092	233.4676	24.0250	0.0052%
	"Wilkinson County, MS"	"28157"	"Black or African American"	"2054-5"	20	24030	83.2293	50.8390	128.5410	18.6106	0.0019%
	"Wilkinson County, MS"	"28157"	"White"	"2106-3"	19	9639	Unreliable	118.6776	307.8201	45.2215	0.0018%
	"Winston County, MS"	"28159"	"Black or African American"	"2054-5"	34	33464	101.6017	70.3622	141.9782	17.4246	0.0032%
	"Winston County, MS"	"28159"	"White"	"2106-3"	67	36243	184.8633	143.2672	234.7690	22.5846	0.0062%
	"Yalobusha County, MS"	"28161"	"Black or African American"	"2054-5"	18	18961	Unreliable	56.2622	150.0329	22.3756	0.0017%
	"Yalobusha County, MS"	"28161"	"White"	"2106-3"	77	28983	265.6730	209.6638	332.0461	30.2762	0.0072%
	"Yazoo County, MS"	"28163"	"Black or African American"	"2054-5"	41	64035	64.0275	45.9474	86.8603	9.9994	0.0038%
	"Yazoo County, MS"	"28163"	"White"	"2106-3"	69	44755	154.1727	119.9556	195.1148	18.5602	0.0064%
	"Adair County, MO"	"29001"	"White"	"2106-3"	129	92531	139.4127	115.3545	163.4710	12.2746	0.0120%
	"Andrew County, MO"	"29003"	"White"	"2106-3"	82	68164	120.2981	95.6767	149.3212	13.2847	0.0076%
	"Atchison County, MO"	"29005"	"White"	"2106-3"	42	20100	208.9552	150.5961	282.4469	32.2425	0.0039%
	"Audrain County, MO"	"29007"	"Black or African American"	"2054-5"	12	6692	Unreliable	92.6557	313.2337	51.7648	0.0011%
	"Audrain County, MO"	"29007"	"White"	"2106-3"	172	90521	190.0112	161.6143	218.4081	14.4882	0.0160%
	"Barry County, MO"	"29009"	"White"	"2106-3"	196	132885	147.4960	126.8465	168.1454	10.5354	0.0182%
	"Barton County, MO"	"29011"	"White"	"2106-3"	78	44177	176.5625	139.5656	220.3588	19.9918	0.0073%
	"Bates County, MO"	"29013"	"White"	"2106-3"	118	61861	190.7502	156.3327	225.1678	17.5600	0.0110%
	"Benton County, MO"	"29015"	"White"	"2106-3"	152	75211	202.0981	169.9691	234.2270	16.3923	0.0141%
	"Bollinger County, MO"	"29017"	"White"	"2106-3"	72	45487	158.2870	123.8501	199.3355	18.6543	0.0067%
	"Boone County, MO"	"29019"	"Black or African American"	"2054-5"	32	71829	44.5503	30.4724	62.8916	7.8754	0.0030%
	"Boone County, MO"	"29019"	"White"	"2106-3"	450	592129	75.9970	68.9752	83.0187	3.5825	0.0419%
	"Buchanan County, MO"	"29021"	"Black or African American"	"2054-5"	12	20572	Unreliable	30.1406	101.8938	16.8389	0.0011%
	"Buchanan County, MO"	"29021"	"White"	"2106-3"	521	305922	170.3048	155.6809	184.9288	7.4612	0.0485%
	"Butler County, MO"	"29023"	"White"	"2106-3"	284	152225	186.5659	164.8675	208.2644	11.0707	0.0264%
	"Caldwell County, MO"	"29025"	"White"	"2106-3"	67	34581	193.7480	150.1528	246.0522	23.6701	0.0062%
	"Callaway County, MO"	"29027"	"White"	"2106-3"	205	164071	124.9459	107.8418	142.0500	8.7266	0.0191%
	"Camden County, MO"	"29029"	"White"	"2106-3"	279	175251	159.2002	140.5193	177.8811	9.5311	0.0260%
	"Cape Girardeau County, MO"	"29031"	"Black or African American"	"2054-5"	17	24985	Unreliable	39.6365	108.9402	16.5023	0.0016%
	"Cape Girardeau County, MO"	"29031"	"White"	"2106-3"	438	279256	156.8453	142.1564	171.5343	7.4944	0.0407%
	"Carroll County, MO"	"29033"	"White"	"2106-3"	58	32981	175.8588	133.5366	227.3380	23.0914	0.0054%
	"Carter County, MO"	"29035"	"White"	"2106-3"	46	22366	205.6693	150.5767	274.3341	30.3243	0.0043%
	"Cass County, MO"	"29037"	"White"	"2106-3"	428	388539	110.1563	99.7200	120.5925	5.3246	0.0398%
	"Cedar County, MO"	"29039"	"White"	"2106-3"	98	55127	177.7713	144.3237	216.6464	17.9576	0.0091%
	"Chariton County, MO"	"29041"	"White"	"2106-3"	59	28235	208.9605	159.0712	269.5444	27.2043	0.0055%
	"Christian County, MO"	"29043"	"White"	"2106-3"	303	341166	88.8131	78.8128	98.8133	5.1022	0.0282%
	"Clark County, MO"	"29045"	"White"	"2106-3"	39	26507	147.1309	104.6248	201.1324	23.5598	0.0036%
	"Clay County, MO"	"29047"	"Black or African American"	"2054-5"	19	74119	Unreliable	15.4337	40.0313	5.8809	0.0018%
	"Clay County, MO"	"29047"	"White"	"2106-3"	835	865278	96.5008	89.9553	103.0463	3.3395	0.0777%
	"Clinton County, MO"	"29049"	"White"	"2106-3"	122	78805	154.8125	127.3410	182.2840	14.0161	0.0113%
	"Cole County, MO"	"29051"	"Black or African American"	"2054-5"	20	37187	53.7822	32.8518	83.0624	12.0261	0.0019%
	"Cole County, MO"	"29051"	"White"	"2106-3"	373	257086	145.0876	130.3634	159.8118	7.5124	0.0347%
	"Cooper County, MO"	"29053"	"White"	"2106-3"	95	62282	152.5320	123.4076	186.4628	15.6495	0.0088%
	"Crawford County, MO"	"29055"	"White"	"2106-3"	127	91297	139.1064	114.9128	163.3001	12.3437	0.0118%
	"Dade County, MO"	"29057"	"White"	"2106-3"	40	28801	138.8841	99.2202	189.1212	21.9595	0.0037%
	"Dallas County, MO"	"29059"	"White"	"2106-3"	100	65542	152.5739	122.6694	182.4784	15.2574	0.0093%
	"Daviess County, MO"	"29061"	"White"	"2106-3"	40	32287	123.8889	88.5074	168.7020	19.5886	0.0037%
	"DeKalb County, MO"	"29063"	"White"	"2106-3"	54	41492	130.1456	97.7693	169.8113	17.7106	0.0050%
	"Dent County, MO"	"29065"	"White"	"2106-3"	102	58236	175.1494	141.1583	209.1404	17.3424	0.0095%
	"Douglas County, MO"	"29067"	"White"	"2106-3"	59	49452	119.3076	90.8229	153.8985	15.5325	0.0055%
	"Dunklin County, MO"	"29069"	"Black or African American"	"2054-5"	17	12373	Unreliable	80.0386	219.9846	33.3234	0.0016%
	"Dunklin County, MO"	"29069"	"White"	"2106-3"	280	98764	283.5041	250.2966	316.7116	16.9426	0.0260%
	"Franklin County, MO"	"29071"	"White"	"2106-3"	447	402584	111.0327	100.7395	121.3260	5.2517	0.0416%
	"Gasconade County, MO"	"29073"	"White"	"2106-3"	125	57045	219.1253	180.7109	257.5396	19.5992	0.0116%
	"Gentry County, MO"	"29075"	"White"	"2106-3"	71	25028	283.6823	221.5587	357.8255	33.6669	0.0066%
	"Greene County, MO"	"29077"	"Black or African American"	"2054-5"	17	40858	Unreliable	24.2380	66.6178	10.0913	0.0016%
	"Greene County, MO"	"29077"	"White"	"2106-3"	1246	1065939	116.8922	110.4017	123.3828	3.3115	0.1159%
	"Grundy County, MO"	"29079"	"White"	"2106-3"	53	37445	141.5409	106.0241	185.1384	19.4421	0.0049%
	"Harrison County, MO"	"29081"	"White"	"2106-3"	47	32169	146.1034	107.3509	194.2868	21.3114	0.0044%
	"Henry County, MO"	"29083"	"White"	"2106-3"	144	83826	171.7844	143.7263	199.8425	14.3154	0.0134%
	"Hickory County, MO"	"29085"	"White"	"2106-3"	72	35759	201.3479	157.5427	253.5635	23.7291	0.0067%
	"Holt County, MO"	"29087"	"White"	"2106-3"	27	16659	162.0746	106.8088	235.8104	31.1913	0.0025%
	"Howard County, MO"	"29089"	"White"	"2106-3"	47	36869	127.4784	93.6660	169.5195	18.5946	0.0044%
	"Howell County, MO"	"29091"	"White"	"2106-3"	245	153880	159.2150	139.2781	179.1518	10.1719	0.0228%
	"Iron County, MO"	"29093"	"White"	"2106-3"	74	38058	194.4401	152.6782	244.1020	22.6032	0.0069%
	"Jackson County, MO"	"29095"	"Asian"	"A"	13	56108	Unreliable	12.3369	39.6207	6.4261	0.0012%
	"Jackson County, MO"	"29095"	"Black or African American"	"2054-5"	443	669229	66.1956	60.0313	72.3599	3.1450	0.0412%
	"Jackson County, MO"	"29095"	"White"	"2106-3"	2037	1981067	102.8234	98.3581	107.2887	2.2782	0.1895%
	"Jackson County, MO"	"29095"	"More than one race"	"M"	13	93482	Unreliable	7.4046	23.7804	3.8569	0.0012%
	"Jasper County, MO"	"29097"	"White"	"2106-3"	690	440786	156.5385	144.8583	168.2188	5.9593	0.0642%
	"Jefferson County, MO"	"29099"	"White"	"2106-3"	932	866599	107.5469	100.6421	114.4516	3.5228	0.0867%
	"Johnson County, MO"	"29101"	"White"	"2106-3"	237	192991	122.8037	107.1688	138.4385	7.9770	0.0220%
	"Knox County, MO"	"29103"	"White"	"2106-3"	23	15140	151.9155	96.3007	227.9476	31.6766	0.0021%
	"Laclede County, MO"	"29105"	"White"	"2106-3"	236	136701	172.6396	150.6133	194.6658	11.2379	0.0220%
	"Lafayette County, MO"	"29107"	"White"	"2106-3"	170	123362	137.8058	117.0901	158.5215	10.5692	0.0158%
	"Lawrence County, MO"	"29109"	"White"	"2106-3"	234	145967	160.3102	139.7698	180.8506	10.4798	0.0218%
	"Lewis County, MO"	"29111"	"White"	"2106-3"	53	37133	142.7302	106.9149	186.6939	19.6055	0.0049%
	"Lincoln County, MO"	"29113"	"White"	"2106-3"	226	226509	99.7753	86.7669	112.7837	6.6370	0.0210%
	"Linn County, MO"	"29115"	"White"	"2106-3"	83	46088	180.0903	143.4401	223.2489	19.7675	0.0077%
	"Livingston County, MO"	"29117"	"White"	"2106-3"	66	55767	118.3496	91.5316	150.5702	14.5678	0.0061%
	"McDonald County, MO"	"29119"	"White"	"2106-3"	166	79657	208.3935	176.6915	240.0955	16.1745	0.0154%
	"Macon County, MO"	"29121"	"White"	"2106-3"	117	57213	204.4990	167.4433	241.5546	18.9059	0.0109%
	"Madison County, MO"	"29123"	"White"	"2106-3"	103	47239	218.0402	175.9313	260.1491	21.4841	0.0096%
	"Maries County, MO"	"29125"	"White"	"2106-3"	56	33371	167.8104	126.7623	217.9152	22.4246	0.0052%
	"Marion County, MO"	"29127"	"White"	"2106-3"	154	104395	147.5166	124.2177	170.8156	11.8872	0.0143%
	"Mercer County, MO"	"29129"	"White"	"2106-3"	19	13829	Unreliable	82.7199	214.5548	31.5200	0.0018%
	"Miller County, MO"	"29131"	"White"	"2106-3"	157	97823	160.4940	135.3887	185.5992	12.8088	0.0146%
	"Mississippi County, MO"	"29133"	"Black or African American"	"2054-5"	10	12725	Unreliable	37.6849	144.5218	24.8509	0.0009%
	"Mississippi County, MO"	"29133"	"White"	"2106-3"	87	37874	229.7090	183.9877	283.3461	24.6274	0.0081%
	"Moniteau County, MO"	"29135"	"White"	"2106-3"	68	59457	114.3684	88.8116	144.9894	13.8692	0.0063%
	"Monroe County, MO"	"29137"	"White"	"2106-3"	52	32619	159.4163	119.0601	209.0537	22.1071	0.0048%
	"Montgomery County, MO"	"29139"	"White"	"2106-3"	87	43704	199.0664	159.4443	245.5485	21.3422	0.0081%
	"Morgan County, MO"	"29141"	"White"	"2106-3"	157	79600	197.2362	166.3835	228.0889	15.7412	0.0146%
	"New Madrid County, MO"	"29143"	"Black or African American"	"2054-5"	13	10741	Unreliable	64.4445	206.9676	33.5681	0.0012%
	"New Madrid County, MO"	"29143"	"White"	"2106-3"	140	54468	257.0317	214.4543	299.6090	21.7231	0.0130%
	"Newton County, MO"	"29145"	"White"	"2106-3"	326	211299	154.2837	137.5356	171.0319	8.5450	0.0303%
	"Nodaway County, MO"	"29147"	"White"	"2106-3"	81	82091	98.6710	78.3586	122.6392	10.9634	0.0075%
	"Oregon County, MO"	"29149"	"White"	"2106-3"	55	38239	143.8322	108.3546	187.2178	19.3943	0.0051%
	"Osage County, MO"	"29151"	"White"	"2106-3"	84	53201	157.8918	125.9408	195.4811	17.2274	0.0078%
	"Ozark County, MO"	"29153"	"White"	"2106-3"	80	34764	230.1231	182.4738	286.4089	25.7285	0.0074%
	"Pemiscot County, MO"	"29155"	"Black or African American"	"2054-5"	16	16427	Unreliable	55.6732	158.1728	24.3502	0.0015%
	"Pemiscot County, MO"	"29155"	"White"	"2106-3"	93	44370	209.6011	169.1753	256.7760	21.7346	0.0087%
	"Perry County, MO"	"29157"	"White"	"2106-3"	100	73786	135.5271	108.9638	162.0904	13.5527	0.0093%
	"Pettis County, MO"	"29159"	"White"	"2106-3"	233	156826	148.5723	129.4950	167.6496	9.7333	0.0217%
	"Phelps County, MO"	"29161"	"White"	"2106-3"	231	161968	142.6208	124.2286	161.0129	9.3838	0.0215%
	"Pike County, MO"	"29163"	"White"	"2106-3"	79	65389	120.8154	95.6508	150.5723	13.5928	0.0073%
	"Platte County, MO"	"29165"	"White"	"2106-3"	289	360992	80.0572	70.8271	89.2873	4.7092	0.0269%
	"Polk County, MO"	"29167"	"White"	"2106-3"	173	123021	140.6264	119.6708	161.5820	10.6916	0.0161%
	"Pulaski County, MO"	"29169"	"White"	"2106-3"	156	164818	94.6499	79.7969	109.5028	7.5781	0.0145%
	"Putnam County, MO"	"29171"	"White"	"2106-3"	60	18377	326.4951	249.1517	420.2645	42.1503	0.0056%
	"Ralls County, MO"	"29173"	"White"	"2106-3"	47	39703	118.3790	86.9801	157.4192	17.2673	0.0044%
	"Randolph County, MO"	"29175"	"White"	"2106-3"	160	89229	179.3139	151.5289	207.0989	14.1760	0.0149%
	"Ray County, MO"	"29177"	"White"	"2106-3"	148	87696	168.7648	141.5750	195.9547	13.8724	0.0138%
	"Reynolds County, MO"	"29179"	"White"	"2106-3"	52	23479	221.4745	165.4082	290.4350	30.7130	0.0048%
	"Ripley County, MO"	"29181"	"White"	"2106-3"	96	48619	197.4537	159.9375	241.1245	20.1525	0.0089%
	"St. Charles County, MO"	"29183"	"Black or African American"	"2054-5"	31	86633	35.7831	24.3128	50.7913	6.4268	0.0029%
	"St. Charles County, MO"	"29183"	"White"	"2106-3"	1200	1446410	82.9640	78.2699	87.6582	2.3950	0.1116%
	"St. Charles County, MO"	"29183"	"More than one race"	"M"	10	34099	Unreliable	14.0632	53.9324	9.2738	0.0009%
	"St. Clair County, MO"	"29185"	"White"	"2106-3"	53	36435	145.4645	108.9631	190.2705	19.9811	0.0049%
	"Ste. Genevieve County, MO"	"29186"	"White"	"2106-3"	96	69872	137.3941	111.2892	167.7815	14.0227	0.0089%
	"St. Francois County, MO"	"29187"	"White"	"2106-3"	424	249551	169.9051	153.7326	186.0777	8.2513	0.0394%
	"St. Louis County, MO"	"29189"	"Asian"	"A"	29	188165	15.4120	10.3217	22.1343	2.8619	0.0027%
	"St. Louis County, MO"	"29189"	"Black or African American"	"2054-5"	648	995847	65.0702	60.0601	70.0804	2.5562	0.0603%
	"St. Louis County, MO"	"29189"	"White"	"2106-3"	2792	2697634	103.4981	99.6590	107.3372	1.9587	0.2597%
	"Saline County, MO"	"29195"	"White"	"2106-3"	124	81306	152.5103	125.6664	179.3541	13.6958	0.0115%
	"Schuyler County, MO"	"29197"	"White"	"2106-3"	32	17440	183.4862	125.5046	259.0275	32.4361	0.0030%
	"Scotland County, MO"	"29199"	"White"	"2106-3"	13	19067	Unreliable	36.3035	116.5909	18.9099	0.0012%
	"Scott County, MO"	"29201"	"Black or African American"	"2054-5"	15	18512	Unreliable	45.3509	133.6444	20.9215	0.0014%
	"Scott County, MO"	"29201"	"White"	"2106-3"	264	129885	203.2567	178.7379	227.7755	12.5096	0.0246%
	"Shannon County, MO"	"29203"	"White"	"2106-3"	59	30151	195.6817	148.9627	252.4157	25.4756	0.0055%
	"Shelby County, MO"	"29205"	"White"	"2106-3"	39	23092	168.8897	120.0974	230.8772	27.0440	0.0036%
	"Stoddard County, MO"	"29207"	"White"	"2106-3"	266	111677	238.1869	209.5627	266.8111	14.6042	0.0247%
	"Stone County, MO"	"29209"	"White"	"2106-3"	183	123079	148.6850	127.1424	170.2276	10.9911	0.0170%
	"Sullivan County, MO"	"29211"	"White"	"2106-3"	27	22578	119.5854	78.8080	173.9908	23.0142	0.0025%
	"Taney County, MO"	"29213"	"White"	"2106-3"	220	209652	104.9358	91.0692	118.8023	7.0748	0.0205%
	"Texas County, MO"	"29215"	"White"	"2106-3"	187	93945	199.0526	170.5225	227.5827	14.5562	0.0174%
	"Vernon County, MO"	"29217"	"White"	"2106-3"	114	77464	147.1651	120.1499	174.1804	13.7833	0.0106%
	"Warren County, MO"	"29219"	"White"	"2106-3"	128	135615	94.3848	78.0335	110.7362	8.3425	0.0119%
	"Washington County, MO"	"29221"	"White"	"2106-3"	134	92984	144.1108	119.7102	168.5114	12.4493	0.0125%
	"Wayne County, MO"	"29223"	"White"	"2106-3"	101	47665	211.8955	170.5701	253.2209	21.0844	0.0094%
	"Webster County, MO"	"29225"	"White"	"2106-3"	171	151504	112.8683	95.9510	129.7856	8.6313	0.0159%
	"Worth County, MO"	"29227"	"White"	"2106-3"	16	7784	Unreliable	117.4902	333.8006	51.3875	0.0015%
	"Wright County, MO"	"29229"	"White"	"2106-3"	113	70980	159.1998	129.8463	188.5532	14.9763	0.0105%
	"St. Louis city, MO"	"29510"	"Asian"	"A"	17	42535	Unreliable	23.2824	63.9913	9.6934	0.0016%
	"St. Louis city, MO"	"29510"	"Black or African American"	"2054-5"	395	538819	73.3085	66.0789	80.5380	3.6885	0.0367%
	"St. Louis city, MO"	"29510"	"White"	"2106-3"	459	577379	79.4972	72.2244	86.7700	3.7106	0.0427%
	"Beaverhead County, MT"	"30001"	"White"	"2106-3"	32	35706	89.6208	61.3006	126.5177	15.8429	0.0030%
	"Big Horn County, MT"	"30003"	"American Indian or Alaska Native"	"1002-5"	26	34992	74.3027	48.5368	108.8705	14.5720	0.0024%
	"Big Horn County, MT"	"30003"	"White"	"2106-3"	16	15291	Unreliable	59.8093	169.9237	26.1592	0.0015%
	"Broadwater County, MT"	"30007"	"White"	"2106-3"	16	24868	Unreliable	36.7759	104.4838	16.0849	0.0015%
	"Carbon County, MT"	"30009"	"White"	"2106-3"	45	41432	108.6117	79.2225	145.3311	16.1909	0.0042%
	"Cascade County, MT"	"30013"	"American Indian or Alaska Native"	"1002-5"	22	16026	137.2769	86.0301	207.8386	29.2675	0.0020%
	"Cascade County, MT"	"30013"	"White"	"2106-3"	399	290329	137.4303	123.9453	150.9153	6.8801	0.0371%
	"Cascade County, MT"	"30013"	"More than one race"	"M"	12	13247	Unreliable	46.8070	158.2366	26.1501	0.0011%
	"Chouteau County, MT"	"30015"	"White"	"2106-3"	20	18045	110.8340	67.7007	171.1743	24.7832	0.0019%
	"Custer County, MT"	"30017"	"White"	"2106-3"	57	43361	131.4545	99.5623	170.3151	17.4116	0.0053%
	"Daniels County, MT"	"30019"	"White"	"2106-3"	11	6349	Unreliable	86.4892	310.0028	52.2385	0.0010%
	"Dawson County, MT"	"30021"	"White"	"2106-3"	43	32798	131.1056	94.8811	176.5979	19.9934	0.0040%
	"Deer Lodge County, MT"	"30023"	"White"	"2106-3"	76	34083	222.9851	175.6877	279.0993	25.5781	0.0071%
	"Fallon County, MT"	"30025"	"White"	"2106-3"	27	11179	241.5243	159.1669	351.4058	46.4814	0.0025%
	"Fergus County, MT"	"30027"	"White"	"2106-3"	64	42805	149.5152	115.1447	190.9280	18.6894	0.0060%
	"Flathead County, MT"	"30029"	"White"	"2106-3"	396	399020	99.2431	89.4683	109.0180	4.9872	0.0368%
	"Gallatin County, MT"	"30031"	"White"	"2106-3"	177	440956	40.1401	34.2265	46.0536	3.0171	0.0165%
	"Glacier County, MT"	"30035"	"American Indian or Alaska Native"	"1002-5"	30	35499	84.5094	57.0185	120.6423	15.4292	0.0028%
	"Glacier County, MT"	"30035"	"White"	"2106-3"	16	17229	Unreliable	53.0817	150.8099	23.2167	0.0015%
	"Hill County, MT"	"30041"	"White"	"2106-3"	40	46079	86.8074	62.0161	118.2074	13.7255	0.0037%
	"Jefferson County, MT"	"30043"	"White"	"2106-3"	47	46477	101.1253	74.3028	134.4754	14.7506	0.0044%
	"Lake County, MT"	"30047"	"American Indian or Alaska Native"	"1002-5"	26	30113	86.3414	56.4008	126.5101	16.9330	0.0024%
	"Lake County, MT"	"30047"	"White"	"2106-3"	99	83326	118.8105	96.5632	144.6470	11.9409	0.0092%
	"Lewis and Clark County, MT"	"30049"	"White"	"2106-3"	268	263165	101.8373	89.6447	114.0298	6.2207	0.0249%
	"Lincoln County, MT"	"30053"	"White"	"2106-3"	133	76488	173.8835	144.3314	203.4356	15.0776	0.0124%
	"Madison County, MT"	"30057"	"White"	"2106-3"	41	33902	120.9368	86.7867	164.0641	18.8872	0.0038%
	"Mineral County, MT"	"30061"	"White"	"2106-3"	17	17004	Unreliable	58.2403	160.0723	24.2479	0.0016%
	"Missoula County, MT"	"30063"	"American Indian or Alaska Native"	"1002-5"	10	13043	Unreliable	36.7661	140.9982	24.2450	0.0009%
	"Missoula County, MT"	"30063"	"White"	"2106-3"	332	439190	75.5937	67.4622	83.7252	4.1487	0.0309%
	"Musselshell County, MT"	"30065"	"White"	"2106-3"	23	17523	131.2561	83.2045	196.9484	27.3688	0.0021%
