"Notes"	"County"	"County Code"	"Year"	"Year Code"	Deaths	Population	Crude Rate	Crude Rate Lower 95% Confidence Interval	Crude Rate Upper 95% Confidence Interval	Crude Rate Standard Error	% of Total Deaths
	"Merrimack County, NH"	"33013"	"2020"	"2020"	126	152622	82.5569	68.1416	96.9722	7.3548	0.0117%
	"Merrimack County, NH"	"33013"	"2021 "	"2021"	129	155238	83.0982	68.7581	97.4383	7.3164	0.0120%
	"Rockingham County, NH"	"33015"	"2018"	"2018"	257	309176	83.1242	72.9613	93.2871	5.1851	0.0239%
	"Rockingham County, NH"	"33015"	"2019"	"2019"	248	309769	80.0597	70.0954	90.0239	5.0838	0.0231%
	"Rockingham County, NH"	"33015"	"2020"	"2020"	240	311307	77.0943	67.3405	86.8481	4.9764	0.0223%
	"Rockingham County, NH"	"33015"	"2021 "	"2021"	229	316947	72.2518	62.8937	81.6099	4.7745	0.0213%
	"Strafford County, NH"	"33017"	"2018"	"2018"	138	130090	106.0804	88.3813	123.7795	9.0302	0.0128%
	"Strafford County, NH"	"33017"	"2019"	"2019"	119	130633	91.0949	74.7276	107.4622	8.3507	0.0111%
	"Strafford County, NH"	"33017"	"2020"	"2020"	104	131533	79.0676	63.8713	94.2639	7.7532	0.0097%
	"Strafford County, NH"	"33017"	"2021 "	"2021"	102	132416	77.0300	62.0808	91.9791	7.6271	0.0095%
	"Sullivan County, NH"	"33019"	"2018"	"2018"	39	43144	90.3950	64.2799	123.5726	14.4748	0.0036%
	"Sullivan County, NH"	"33019"	"2019"	"2019"	54	43146	125.1564	94.0213	163.3016	17.0316	0.0050%
	"Sullivan County, NH"	"33019"	"2020"	"2020"	41	43267	94.7604	68.0020	128.5530	14.7991	0.0038%
	"Sullivan County, NH"	"33019"	"2021 "	"2021"	38	43533	87.2901	61.7717	119.8126	14.1603	0.0035%
	"Atlantic County, NJ"	"34001"	"2018"	"2018"	254	265429	95.6941	83.9255	107.4627	6.0044	0.0236%
	"Atlantic County, NJ"	"34001"	"2019"	"2019"	226	263670	85.7132	74.5381	96.8883	5.7016	0.0210%
	"Atlantic County, NJ"	"34001"	"2020"	"2020"	250	262945	95.0769	83.2911	106.8628	6.0132	0.0233%
	"Atlantic County, NJ"	"34001"	"2021 "	"2021"	227	274966	82.5557	71.8160	93.2953	5.4794	0.0211%
	"Bergen County, NJ"	"34003"	"2018"	"2018"	660	936692	70.4607	65.0851	75.8364	2.7427	0.0614%
	"Bergen County, NJ"	"34003"	"2019"	"2019"	636	932202	68.2256	62.9231	73.5280	2.7053	0.0592%
	"Bergen County, NJ"	"34003"	"2020"	"2020"	665	930394	71.4751	66.0426	76.9076	2.7717	0.0619%
	"Bergen County, NJ"	"34003"	"2021 "	"2021"	499	953819	52.3160	47.7257	56.9063	2.3420	0.0464%
	"Burlington County, NJ"	"34005"	"2018"	"2018"	346	445384	77.6858	69.5000	85.8715	4.1764	0.0322%
	"Burlington County, NJ"	"34005"	"2019"	"2019"	313	445349	70.2820	62.4957	78.0682	3.9726	0.0291%
	"Burlington County, NJ"	"34005"	"2020"	"2020"	377	446596	84.4163	75.8949	92.9378	4.3477	0.0351%
	"Burlington County, NJ"	"34005"	"2021 "	"2021"	341	464269	73.4488	65.6529	81.2446	3.9775	0.0317%
	"Camden County, NJ"	"34007"	"2018"	"2018"	491	507078	96.8293	88.2644	105.3942	4.3698	0.0457%
	"Camden County, NJ"	"34007"	"2019"	"2019"	404	506471	79.7676	71.9892	87.5461	3.9686	0.0376%
	"Camden County, NJ"	"34007"	"2020"	"2020"	466	506809	91.9479	83.5994	100.2963	4.2594	0.0433%
	"Camden County, NJ"	"34007"	"2021 "	"2021"	399	523771	76.1783	68.7035	83.6532	3.8137	0.0371%
	"Cape May County, NJ"	"34009"	"2018"	"2018"	122	92560	131.8064	108.4173	155.1954	11.9332	0.0113%
	"Cape May County, NJ"	"34009"	"2019"	"2019"	123	92039	133.6390	110.0213	157.2567	12.0498	0.0114%
	"Cape May County, NJ"	"34009"	"2020"	"2020"	124	91546	135.4510	111.6099	159.2922	12.1639	0.0115%
	"Cape May County, NJ"	"34009"	"2021 "	"2021"	109	95661	113.9440	92.5529	135.3352	10.9139	0.0101%
	"Cumberland County, NJ"	"34011"	"2018"	"2018"	152	150972	100.6809	84.6750	116.6869	8.1663	0.0141%
	"Cumberland County, NJ"	"34011"	"2019"	"2019"	153	149527	102.3227	86.1090	118.5364	8.2723	0.0142%
	"Cumberland County, NJ"	"34011"	"2020"	"2020"	166	147008	112.9190	95.7412	130.0969	8.7642	0.0154%
	"Cumberland County, NJ"	"34011"	"2021 "	"2021"	156	153627	101.5447	85.6097	117.4796	8.1301	0.0145%
	"Essex County, NJ"	"34013"	"2018"	"2018"	532	799767	66.5194	60.8668	72.1720	2.8840	0.0495%
	"Essex County, NJ"	"34013"	"2019"	"2019"	604	798975	75.5969	69.5679	81.6258	3.0760	0.0562%
	"Essex County, NJ"	"34013"	"2020"	"2020"	715	800501	89.3191	82.7720	95.8661	3.3403	0.0665%
	"Essex County, NJ"	"34013"	"2021 "	"2021"	572	854917	66.9071	61.4239	72.3902	2.7975	0.0532%
	"Gloucester County, NJ"	"34015"	"2018"	"2018"	321	291408	110.1548	98.1043	122.2054	6.1482	0.0299%
	"Gloucester County, NJ"	"34015"	"2019"	"2019"	295	291636	101.1535	89.6103	112.6967	5.8894	0.0274%
	"Gloucester County, NJ"	"34015"	"2020"	"2020"	284	293245	96.8473	85.5836	108.1111	5.7468	0.0264%
	"Gloucester County, NJ"	"34015"	"2021 "	"2021"	264	304477	86.7061	76.2467	97.1654	5.3364	0.0246%
	"Hudson County, NJ"	"34017"	"2018"	"2018"	345	676061	51.0309	45.6460	56.4158	2.7474	0.0321%
	"Hudson County, NJ"	"34017"	"2019"	"2019"	365	672391	54.2839	48.7148	59.8529	2.8413	0.0340%
	"Hudson County, NJ"	"34017"	"2020"	"2020"	419	671666	62.3822	56.4090	68.3554	3.0476	0.0390%
	"Hudson County, NJ"	"34017"	"2021 "	"2021"	321	702463	45.6964	40.6973	50.6954	2.5505	0.0299%
	"Hunterdon County, NJ"	"34019"	"2018"	"2018"	83	124714	66.5523	53.0082	82.5015	7.3051	0.0077%
	"Hunterdon County, NJ"	"34019"	"2019"	"2019"	79	124371	63.5196	50.2891	79.1645	7.1465	0.0073%
	"Hunterdon County, NJ"	"34019"	"2020"	"2020"	72	124797	57.6937	45.1419	72.6554	6.7993	0.0067%
	"Hunterdon County, NJ"	"34019"	"2021 "	"2021"	64	129924	49.2596	37.9358	62.9035	6.1574	0.0060%
	"Mercer County, NJ"	"34021"	"2018"	"2018"	239	369811	64.6276	56.4340	72.8212	4.1804	0.0222%
	"Mercer County, NJ"	"34021"	"2019"	"2019"	251	367430	68.3123	59.8611	76.7635	4.3118	0.0233%
	"Mercer County, NJ"	"34021"	"2020"	"2020"	249	367239	67.8033	59.3814	76.2251	4.2969	0.0232%
	"Mercer County, NJ"	"34021"	"2021 "	"2021"	235	385898	60.8969	53.1109	68.6830	3.9725	0.0219%
	"Middlesex County, NJ"	"34023"	"2018"	"2018"	674	829685	81.2356	75.1027	87.3686	3.1291	0.0627%
	"Middlesex County, NJ"	"34023"	"2019"	"2019"	574	825062	69.5705	63.8790	75.2620	2.9038	0.0534%
	"Middlesex County, NJ"	"34023"	"2020"	"2020"	632	822736	76.8169	70.8279	82.8059	3.0556	0.0588%
	"Middlesex County, NJ"	"34023"	"2021 "	"2021"	503	860807	58.4335	53.3269	63.5402	2.6054	0.0468%
	"Monmouth County, NJ"	"34025"	"2018"	"2018"	634	621354	102.0352	94.0927	109.9778	4.0523	0.0590%
	"Monmouth County, NJ"	"34025"	"2019"	"2019"	564	618795	91.1449	83.6226	98.6672	3.8379	0.0525%
	"Monmouth County, NJ"	"34025"	"2020"	"2020"	584	618381	94.4402	86.7806	102.0998	3.9080	0.0543%
	"Monmouth County, NJ"	"34025"	"2021 "	"2021"	470	645354	72.8282	66.2440	79.4125	3.3593	0.0437%
	"Morris County, NJ"	"34027"	"2018"	"2018"	349	494228	70.6152	63.2065	78.0239	3.7799	0.0325%
	"Morris County, NJ"	"34027"	"2019"	"2019"	325	491845	66.0777	58.8937	73.2618	3.6653	0.0302%
	"Morris County, NJ"	"34027"	"2020"	"2020"	350	491087	71.2705	63.8037	78.7372	3.8096	0.0326%
	"Morris County, NJ"	"34027"	"2021 "	"2021"	309	510981	60.4719	53.7293	67.2146	3.4401	0.0287%
	"Ocean County, NJ"	"34029"	"2018"	"2018"	720	601651	119.6707	110.9294	128.4120	4.4599	0.0670%
	"Ocean County, NJ"	"34029"	"2019"	"2019"	714	607186	117.5916	108.9662	126.2171	4.4008	0.0664%
	"Ocean County, NJ"	"34029"	"2020"	"2020"	708	614237	115.2650	106.7744	123.7555	4.3319	0.0659%
	"Ocean County, NJ"	"34029"	"2021 "	"2021"	626	648998	96.4564	88.9002	104.0125	3.8552	0.0582%
	"Passaic County, NJ"	"34031"	"2018"	"2018"	295	503310	58.6120	51.9234	65.3005	3.4125	0.0274%
	"Passaic County, NJ"	"34031"	"2019"	"2019"	285	501826	56.7926	50.1990	63.3862	3.3641	0.0265%
	"Passaic County, NJ"	"34031"	"2020"	"2020"	359	500382	71.7452	64.3235	79.1669	3.7866	0.0334%
	"Passaic County, NJ"	"34031"	"2021 "	"2021"	298	518117	57.5160	50.9856	64.0463	3.3318	0.0277%
	"Salem County, NJ"	"34033"	"2018"	"2018"	69	62607	110.2113	85.7510	139.4790	13.2679	0.0064%
	"Salem County, NJ"	"34033"	"2019"	"2019"	75	62385	120.2212	94.5612	150.6985	13.8819	0.0070%
	"Salem County, NJ"	"34033"	"2020"	"2020"	77	62451	123.2967	97.3033	154.0999	14.0510	0.0072%
	"Salem County, NJ"	"34033"	"2021 "	"2021"	62	65046	95.3172	73.0787	122.1918	12.1053	0.0058%
	"Somerset County, NJ"	"34035"	"2018"	"2018"	262	331164	79.1149	69.5349	88.6948	4.8877	0.0244%
	"Somerset County, NJ"	"34035"	"2019"	"2019"	229	328934	69.6188	60.6018	78.6359	4.6005	0.0213%
	"Somerset County, NJ"	"34035"	"2020"	"2020"	257	329331	78.0370	68.4961	87.5779	4.8678	0.0239%
	"Somerset County, NJ"	"34035"	"2021 "	"2021"	229	345647	66.2526	57.6715	74.8336	4.3781	0.0213%
	"Sussex County, NJ"	"34037"	"2018"	"2018"	118	140799	83.8074	68.6858	98.9290	7.7151	0.0110%
	"Sussex County, NJ"	"34037"	"2019"	"2019"	125	140488	88.9756	73.3775	104.5737	7.9582	0.0116%
	"Sussex County, NJ"	"34037"	"2020"	"2020"	129	140002	92.1415	76.2408	108.0423	8.1126	0.0120%
	"Sussex County, NJ"	"34037"	"2021 "	"2021"	144	145543	98.9398	82.7797	115.1000	8.2450	0.0134%
	"Union County, NJ"	"34039"	"2018"	"2018"	415	558067	74.3638	67.2091	81.5186	3.6504	0.0386%
	"Union County, NJ"	"34039"	"2019"	"2019"	360	556341	64.7085	58.0241	71.3930	3.4104	0.0335%
	"Union County, NJ"	"34039"	"2020"	"2020"	423	555394	76.1621	68.9040	83.4203	3.7031	0.0393%
	"Union County, NJ"	"34039"	"2021 "	"2021"	326	572114	56.9817	50.7960	63.1673	3.1559	0.0303%
	"Warren County, NJ"	"34041"	"2018"	"2018"	103	105779	97.3728	78.5677	116.1779	9.5944	0.0096%
	"Warren County, NJ"	"34041"	"2019"	"2019"	93	105267	88.3468	71.3073	108.2310	9.1611	0.0087%
	"Warren County, NJ"	"34041"	"2020"	"2020"	78	105624	73.8469	58.3730	92.1646	8.3615	0.0073%
	"Warren County, NJ"	"34041"	"2021 "	"2021"	80	110731	72.2472	57.2877	89.9181	8.0775	0.0074%
	"Bernalillo County, NM"	"35001"	"2018"	"2018"	519	678701	76.4696	69.8906	83.0486	3.3566	0.0483%
	"Bernalillo County, NM"	"35001"	"2019"	"2019"	550	679121	80.9870	74.2186	87.7555	3.4533	0.0512%
	"Bernalillo County, NM"	"35001"	"2020"	"2020"	573	681666	84.0588	77.1760	90.9415	3.5116	0.0533%
	"Bernalillo County, NM"	"35001"	"2021 "	"2021"	533	674393	79.0340	72.3243	85.7438	3.4233	0.0496%
	"Chaves County, NM"	"35005"	"2018"	"2018"	67	64689	103.5725	80.2676	131.5329	12.6534	0.0062%
	"Chaves County, NM"	"35005"	"2019"	"2019"	68	64615	105.2387	81.7221	133.4153	12.7621	0.0063%
	"Chaves County, NM"	"35005"	"2020"	"2020"	98	64711	151.4426	122.9486	184.5600	15.2980	0.0091%
	"Chaves County, NM"	"35005"	"2021 "	"2021"	48	64629	74.2701	54.7608	98.4710	10.7200	0.0045%
	"Cibola County, NM"	"35006"	"2018"	"2018"	27	26746	100.9497	66.5268	146.8767	19.4278	0.0025%
	"Cibola County, NM"	"35006"	"2019"	"2019"	38	26675	142.4555	100.8100	195.5315	23.1093	0.0035%
	"Cibola County, NM"	"35006"	"2020"	"2020"	29	26354	110.0402	73.6961	158.0365	20.4340	0.0027%
	"Cibola County, NM"	"35006"	"2021 "	"2021"	23	27184	84.6086	53.6342	126.9543	17.6421	0.0021%
	"Colfax County, NM"	"35007"	"2018"	"2018"	12	12110	Unreliable	51.2017	173.0933	28.6053	0.0011%
	"Colfax County, NM"	"35007"	"2019"	"2019"	18	11941	Unreliable	89.3382	238.2358	35.5300	0.0017%
	"Colfax County, NM"	"35007"	"2020"	"2020"	20	11927	167.6868	102.4281	258.9788	37.4959	0.0019%
	"Colfax County, NM"	"35007"	"2021 "	"2021"	22	12369	177.8640	111.4656	269.2879	37.9207	0.0020%
	"Curry County, NM"	"35009"	"2018"	"2018"	48	49437	97.0933	71.5888	128.7311	14.0142	0.0045%
	"Curry County, NM"	"35009"	"2019"	"2019"	49	48954	100.0940	74.0505	132.3292	14.2991	0.0046%
	"Curry County, NM"	"35009"	"2020"	"2020"	29	48793	59.4348	39.8046	85.3584	11.0368	0.0027%
	"Curry County, NM"	"35009"	"2021 "	"2021"	55	47999	114.5857	86.3220	149.1494	15.4507	0.0051%
	"Dona Ana County, NM"	"35013"	"2018"	"2018"	166	217522	76.3141	64.7048	87.9234	5.9231	0.0154%
	"Dona Ana County, NM"	"35013"	"2019"	"2019"	150	218195	68.7458	57.7442	79.7475	5.6131	0.0140%
	"Dona Ana County, NM"	"35013"	"2020"	"2020"	158	221262	71.4086	60.2739	82.5432	5.6810	0.0147%
	"Dona Ana County, NM"	"35013"	"2021 "	"2021"	174	221508	78.5525	66.8806	90.2244	5.9550	0.0162%
	"Eddy County, NM"	"35015"	"2018"	"2018"	70	57900	120.8981	94.2461	152.7475	14.4501	0.0065%
	"Eddy County, NM"	"35015"	"2019"	"2019"	55	58460	94.0814	70.8753	122.4601	12.6859	0.0051%
	"Eddy County, NM"	"35015"	"2020"	"2020"	58	58418	99.2845	75.3907	128.3480	13.0367	0.0054%
	"Eddy County, NM"	"35015"	"2021 "	"2021"	57	60911	93.5792	70.8759	121.2430	12.3949	0.0053%
	"Grant County, NM"	"35017"	"2018"	"2018"	31	27346	113.3621	77.0239	160.9084	20.3604	0.0029%
	"Grant County, NM"	"35017"	"2019"	"2019"	43	26998	159.2711	115.2645	214.5365	24.2886	0.0040%
	"Grant County, NM"	"35017"	"2020"	"2020"	39	27007	144.4070	102.6878	197.4087	23.1236	0.0036%
	"Grant County, NM"	"35017"	"2021 "	"2021"	30	27889	107.5693	72.5770	153.5616	19.6394	0.0028%
	"Lea County, NM"	"35025"	"2018"	"2018"	57	69611	81.8836	62.0178	106.0900	10.8457	0.0053%
	"Lea County, NM"	"35025"	"2019"	"2019"	60	71070	84.4238	64.4247	108.6703	10.8991	0.0056%
	"Lea County, NM"	"35025"	"2020"	"2020"	41	71830	57.0792	40.9612	77.4342	8.9143	0.0038%
	"Lea County, NM"	"35025"	"2021 "	"2021"	49	73004	67.1196	49.6558	88.7355	9.5885	0.0046%
	"Lincoln County, NM"	"35027"	"2018"	"2018"	26	19556	132.9515	86.8479	194.8046	26.0739	0.0024%
	"Lincoln County, NM"	"35027"	"2019"	"2019"	27	19572	137.9522	90.9119	200.7135	26.5489	0.0025%
	"Lincoln County, NM"	"35027"	"2020"	"2020"	28	19939	140.4283	93.3132	202.9582	26.5385	0.0026%
	"Lincoln County, NM"	"35027"	"2021 "	"2021"	36	20436	176.1597	123.3805	243.8790	29.3600	0.0033%
	"Los Alamos County, NM"	"35028"	"2018"	"2018"	14	19101	Unreliable	40.0709	122.9759	19.5888	0.0013%
	"Los Alamos County, NM"	"35028"	"2019"	"2019"	11	19369	Unreliable	28.3505	101.6164	17.1234	0.0010%
	"Los Alamos County, NM"	"35028"	"2020"	"2020"	16	19462	Unreliable	46.9913	133.5065	20.5529	0.0015%
	"Los Alamos County, NM"	"35028"	"2021 "	"2021"	12	19330	Unreliable	32.0772	108.4408	17.9209	0.0011%
	"Luna County, NM"	"35029"	"2018"	"2018"	24	23963	100.1544	64.1709	149.0217	20.4439	0.0022%
	"Luna County, NM"	"35029"	"2019"	"2019"	27	23709	113.8808	75.0486	165.6909	21.9164	0.0025%
	"Luna County, NM"	"35029"	"2020"	"2020"	34	23905	142.2297	98.4983	198.7517	24.3922	0.0032%
	"Luna County, NM"	"35029"	"2021 "	"2021"	38	25532	148.8328	105.3230	204.2850	24.1439	0.0035%
	"McKinley County, NM"	"35031"	"2018"	"2018"	44	72290	60.8660	44.2252	81.7095	9.1759	0.0041%
	"McKinley County, NM"	"35031"	"2019"	"2019"	62	71367	86.8749	66.6061	111.3693	11.0331	0.0058%
	"McKinley County, NM"	"35031"	"2020"	"2020"	67	70824	94.6007	73.3146	120.1391	11.5573	0.0062%
	"McKinley County, NM"	"35031"	"2021 "	"2021"	43	71780	59.9053	43.3534	80.6918	9.1355	0.0040%
	"Otero County, NM"	"35035"	"2018"	"2018"	68	66781	101.8254	79.0715	129.0881	12.3481	0.0063%
	"Otero County, NM"	"35035"	"2019"	"2019"	62	67490	91.8655	70.4323	117.7669	11.6669	0.0058%
	"Otero County, NM"	"35035"	"2020"	"2020"	76	67967	111.8190	88.1010	139.9582	12.8265	0.0071%
	"Otero County, NM"	"35035"	"2021 "	"2021"	58	68537	84.6258	64.2598	109.3983	11.1119	0.0054%
	"Quay County, NM"	"35037"	"2018"	"2018"	13	8253	Unreliable	83.8723	269.3613	43.6878	0.0012%
	"Quay County, NM"	"35037"	"2021 "	"2021"	10	8656	Unreliable	55.3997	212.4584	36.5328	0.0009%
	"Rio Arriba County, NM"	"35039"	"2018"	"2018"	44	39006	112.8032	81.9628	151.4326	17.0057	0.0041%
	"Rio Arriba County, NM"	"35039"	"2019"	"2019"	31	38921	79.6485	54.1172	113.0547	14.3053	0.0029%
	"Rio Arriba County, NM"	"35039"	"2020"	"2020"	41	38521	106.4355	76.3802	144.3914	16.6224	0.0038%
	"Rio Arriba County, NM"	"35039"	"2021 "	"2021"	35	40179	87.1102	60.6757	121.1494	14.7243	0.0033%
	"Roosevelt County, NM"	"35041"	"2018"	"2018"	20	18743	106.7065	65.1795	164.7997	23.8603	0.0019%
	"Roosevelt County, NM"	"35041"	"2019"	"2019"	21	18500	113.5135	70.2671	173.5179	24.7707	0.0020%
	"Roosevelt County, NM"	"35041"	"2020"	"2020"	17	18350	Unreliable	53.9683	148.3308	22.4692	0.0016%
	"Sandoval County, NM"	"35043"	"2018"	"2018"	113	145179	77.8349	63.4836	92.1863	7.3221	0.0105%
	"Sandoval County, NM"	"35043"	"2019"	"2019"	102	146748	69.5069	56.0178	82.9960	6.8822	0.0095%
	"Sandoval County, NM"	"35043"	"2020"	"2020"	97	148904	65.1426	52.8261	79.4688	6.6142	0.0090%
	"Sandoval County, NM"	"35043"	"2021 "	"2021"	97	151369	64.0818	51.9659	78.1747	6.5065	0.0090%
	"San Juan County, NM"	"35045"	"2018"	"2018"	139	125043	111.1618	92.6817	129.6419	9.4286	0.0129%
	"San Juan County, NM"	"35045"	"2019"	"2019"	100	123958	80.6725	64.8607	96.4843	8.0672	0.0093%
	"San Juan County, NM"	"35045"	"2020"	"2020"	115	123312	93.2594	76.2143	110.3045	8.6965	0.0107%
	"San Juan County, NM"	"35045"	"2021 "	"2021"	125	120993	103.3118	85.2004	121.4231	9.2405	0.0116%
	"San Miguel County, NM"	"35047"	"2018"	"2018"	33	27591	119.6042	82.3296	167.9686	20.8204	0.0031%
	"San Miguel County, NM"	"35047"	"2019"	"2019"	33	27277	120.9810	83.2773	169.9022	21.0601	0.0031%
	"San Miguel County, NM"	"35047"	"2020"	"2020"	27	27144	99.4695	65.5514	144.7231	19.1429	0.0025%
	"San Miguel County, NM"	"35047"	"2021 "	"2021"	36	27150	132.5967	92.8694	183.5695	22.0994	0.0033%
	"Santa Fe County, NM"	"35049"	"2018"	"2018"	110	150056	73.3060	59.6066	87.0053	6.9894	0.0102%
	"Santa Fe County, NM"	"35049"	"2019"	"2019"	116	150358	77.1492	63.1095	91.1889	7.1631	0.0108%
	"Santa Fe County, NM"	"35049"	"2020"	"2020"	133	151946	87.5311	72.6549	102.4073	7.5899	0.0124%
	"Santa Fe County, NM"	"35049"	"2021 "	"2021"	109	155201	70.2315	57.0467	83.4163	6.7270	0.0101%
	"Sierra County, NM"	"35051"	"2018"	"2018"	63	10968	574.3982	441.3848	734.9024	72.3674	0.0059%
	"Sierra County, NM"	"35051"	"2019"	"2019"	28	10791	259.4755	172.4189	375.0147	49.0363	0.0026%
	"Sierra County, NM"	"35051"	"2020"	"2020"	26	10867	239.2565	156.2895	350.5657	46.9221	0.0024%
	"Sierra County, NM"	"35051"	"2021 "	"2021"	35	11502	304.2949	211.9536	423.2012	51.4352	0.0033%
	"Socorro County, NM"	"35053"	"2019"	"2019"	18	16637	Unreliable	64.1214	170.9908	25.5012	0.0017%
	"Socorro County, NM"	"35053"	"2020"	"2020"	12	16541	Unreliable	37.4858	126.7251	20.9425	0.0011%
	"Socorro County, NM"	"35053"	"2021 "	"2021"	20	16311	122.6166	74.8979	189.3716	27.4179	0.0019%
	"Taos County, NM"	"35055"	"2018"	"2018"	27	32835	82.2293	54.1899	119.6396	15.8250	0.0025%
	"Taos County, NM"	"35055"	"2019"	"2019"	28	32723	85.5667	56.8582	123.6679	16.1706	0.0026%
	"Taos County, NM"	"35055"	"2020"	"2020"	23	32593	70.5673	44.7333	105.8855	14.7143	0.0021%
	"Taos County, NM"	"35055"	"2021 "	"2021"	34	34623	98.2006	68.0069	137.2255	16.8413	0.0032%
	"Torrance County, NM"	"35057"	"2018"	"2018"	15	15591	Unreliable	53.8474	158.6829	24.8411	0.0014%
	"Torrance County, NM"	"35057"	"2019"	"2019"	21	15461	135.8256	84.0788	207.6244	29.6396	0.0020%
	"Torrance County, NM"	"35057"	"2020"	"2020"	22	15486	142.0638	89.0300	215.0860	30.2881	0.0020%
	"Torrance County, NM"	"35057"	"2021 "	"2021"	11	15307	Unreliable	35.8738	128.5822	21.6674	0.0010%
	"Valencia County, NM"	"35061"	"2018"	"2018"	105	76456	137.3339	111.0652	163.6026	13.4024	0.0098%
	"Valencia County, NM"	"35061"	"2019"	"2019"	86	76688	112.1427	89.6996	138.4951	12.0927	0.0080%
	"Valencia County, NM"	"35061"	"2020"	"2020"	84	77574	108.2837	86.3714	134.0628	11.8147	0.0078%
	"Valencia County, NM"	"35061"	"2021 "	"2021"	67	77190	86.7988	67.2682	110.2310	10.6042	0.0062%
	"Albany County, NY"	"36001"	"2018"	"2018"	303	307117	98.6595	87.5505	109.7684	5.6678	0.0282%
	"Albany County, NY"	"36001"	"2019"	"2019"	278	305506	90.9966	80.2997	101.6935	5.4576	0.0259%
	"Albany County, NY"	"36001"	"2020"	"2020"	272	303654	89.5756	78.9302	100.2210	5.4313	0.0253%
	"Albany County, NY"	"36001"	"2021 "	"2021"	252	313743	80.3205	70.4035	90.2376	5.0597	0.0234%
	"Allegany County, NY"	"36003"	"2018"	"2018"	75	46430	161.5335	127.0558	202.4838	18.6523	0.0070%
	"Allegany County, NY"	"36003"	"2019"	"2019"	60	46091	130.1773	99.3396	167.5642	16.8058	0.0056%
	"Allegany County, NY"	"36003"	"2020"	"2020"	63	45587	138.1973	106.1949	176.8138	17.4112	0.0059%
	"Allegany County, NY"	"36003"	"2021 "	"2021"	65	46106	140.9795	108.8051	179.6896	17.4864	0.0060%
	"Bronx County, NY"	"36005"	"2018"	"2018"	899	1432132	62.7735	58.6701	66.8770	2.0936	0.0836%
	"Bronx County, NY"	"36005"	"2019"	"2019"	842	1418207	59.3707	55.3605	63.3810	2.0461	0.0783%
	"Bronx County, NY"	"36005"	"2020"	"2020"	1167	1401142	83.2892	78.5105	88.0679	2.4381	0.1086%
	"Bronx County, NY"	"36005"	"2021 "	"2021"	801	1424948	56.2126	52.3197	60.1055	1.9862	0.0745%
	"Broome County, NY"	"36007"	"2018"	"2018"	268	191659	139.8317	123.0902	156.5732	8.5416	0.0249%
	"Broome County, NY"	"36007"	"2019"	"2019"	259	190488	135.9666	119.4074	152.5257	8.4486	0.0241%
	"Broome County, NY"	"36007"	"2020"	"2020"	225	189420	118.7837	103.2626	134.3047	7.9189	0.0209%
	"Broome County, NY"	"36007"	"2021 "	"2021"	201	197240	101.9063	87.8180	115.9946	7.1879	0.0187%
	"Cattaraugus County, NY"	"36009"	"2018"	"2018"	122	76840	158.7715	130.5975	186.9455	14.3745	0.0113%
	"Cattaraugus County, NY"	"36009"	"2019"	"2019"	101	76117	132.6905	106.8122	158.5687	13.2032	0.0094%
	"Cattaraugus County, NY"	"36009"	"2020"	"2020"	109	75863	143.6801	116.7064	170.6537	13.7621	0.0101%
	"Cattaraugus County, NY"	"36009"	"2021 "	"2021"	158	76426	206.7359	174.4998	238.9721	16.4470	0.0147%
	"Cayuga County, NY"	"36011"	"2018"	"2018"	87	77145	112.7746	90.3280	139.1075	12.0907	0.0081%
	"Cayuga County, NY"	"36011"	"2019"	"2019"	83	76576	108.3891	86.3308	134.3645	11.8972	0.0077%
	"Cayuga County, NY"	"36011"	"2020"	"2020"	68	76029	89.4396	69.4534	113.3861	10.8461	0.0063%
	"Cayuga County, NY"	"36011"	"2021 "	"2021"	95	75880	125.1977	101.2924	153.0479	12.8450	0.0088%
	"Chautauqua County, NY"	"36013"	"2018"	"2018"	179	127939	139.9104	119.4139	160.4069	10.4574	0.0167%
	"Chautauqua County, NY"	"36013"	"2019"	"2019"	153	126903	120.5645	101.4603	139.6688	9.7471	0.0142%
	"Chautauqua County, NY"	"36013"	"2020"	"2020"	138	126032	109.4960	91.2270	127.7650	9.3209	0.0128%
	"Chautauqua County, NY"	"36013"	"2021 "	"2021"	145	126807	114.3470	95.7348	132.9592	9.4960	0.0135%
	"Chemung County, NY"	"36015"	"2018"	"2018"	115	84254	136.4920	111.5453	161.4388	12.7279	0.0107%
	"Chemung County, NY"	"36015"	"2019"	"2019"	118	83456	141.3919	115.8802	166.9036	13.0162	0.0110%
	"Chemung County, NY"	"36015"	"2020"	"2020"	94	82622	113.7712	91.9385	139.2274	11.7346	0.0087%
	"Chemung County, NY"	"36015"	"2021 "	"2021"	84	83045	101.1500	80.6813	125.2308	11.0364	0.0078%
	"Chenango County, NY"	"36017"	"2018"	"2018"	77	47536	161.9825	127.8333	202.4506	18.4596	0.0072%
