Notes,County,County Code,Single Race 6,Single Race 6 Code,Deaths,Population,Crude Rate,Crude Rate Lower 95% Confidence Interval,Crude Rate Upper 95% Confidence Interval,Crude Rate Standard Error,% of Total Deaths,ID
,"Fairbanks North Star Borough, AK",2090.0,American Indian or Alaska Native,1002-5,23.0,31422.0,73.1971,46.4004,109.8316,15.2627,0.0021%,respiratory
,"Fairbanks North Star Borough, AK",2090.0,White,2106-3,124.0,292251.0,42.4293,34.9612,49.8974,3.8103,0.0115%,respiratory
,"Juneau Borough, AK",2110.0,American Indian or Alaska Native,1002-5,15.0,15298.0,Unreliable,54.8787,161.7221,25.3169,0.0014%,respiratory
,"Juneau Borough, AK",2110.0,White,2106-3,36.0,87561.0,41.1142,28.796,56.9193,6.8524,0.0033%,respiratory
,"Kenai Peninsula Borough, AK",2122.0,American Indian or Alaska Native,1002-5,14.0,19010.0,Unreliable,40.2627,123.5645,19.6826,0.0013%,respiratory
,"Kenai Peninsula Borough, AK",2122.0,White,2106-3,130.0,196290.0,66.2285,54.8436,77.6134,5.8086,0.0121%,respiratory
,"Ketchikan Gateway Borough, AK",2130.0,American Indian or Alaska Native,1002-5,11.0,7749.0,Unreliable,70.8633,253.9951,42.8007,0.0010%,respiratory
,"Ketchikan Gateway Borough, AK",2130.0,White,2106-3,24.0,37023.0,64.8246,41.5344,96.4538,13.2323,0.0022%,respiratory
,"Kodiak Island Borough, AK",2150.0,American Indian or Alaska Native,1002-5,14.0,6719.0,Unreliable,113.9149,349.5999,55.6877,0.0013%,respiratory
,"Kodiak Island Borough, AK",2150.0,White,2106-3,17.0,28330.0,Unreliable,34.9565,96.0773,14.5538,0.0016%,respiratory
,"Matanuska-Susitna Borough, AK",2170.0,American Indian or Alaska Native,1002-5,16.0,30282.0,Unreliable,30.2009,85.8036,13.2092,0.0015%,respiratory
,"Matanuska-Susitna Borough, AK",2170.0,White,2106-3,200.0,359505.0,55.6320,47.9218,63.3423,3.9338,0.0186%,respiratory
,"Nome Census Area, AK",2180.0,American Indian or Alaska Native,1002-5,27.0,30086.0,89.7427,59.1414,130.5712,17.271,0.0025%,respiratory
,"North Slope Borough, AK",2185.0,American Indian or Alaska Native,1002-5,12.0,21583.0,Unreliable,28.7287,97.1209,16.0501,0.0011%,respiratory
,"Northwest Arctic Borough, AK",2188.0,American Indian or Alaska Native,1002-5,16.0,24262.0,Unreliable,37.6945,107.0936,16.4867,0.0015%,respiratory
,"Sitka Borough, AK",2220.0,American Indian or Alaska Native,1002-5,12.0,5411.0,Unreliable,114.591,387.3887,64.0196,0.0011%,respiratory
,"Sitka Borough, AK",2220.0,White,2106-3,13.0,22220.0,Unreliable,31.152,100.0468,16.2266,0.0012%,respiratory
,"Valdez-Cordova Census Area, AK",2261.0,White,2106-3,12.0,13281.0,Unreliable,46.6871,157.8315,26.0831,0.0011%,respiratory
,"Wade Hampton Census Area, AK",2270.0,American Indian or Alaska Native,1002-5,18.0,30739.0,Unreliable,34.7047,92.5461,13.8021,0.0017%,respiratory
,"Yukon-Koyukuk Census Area, AK",2290.0,American Indian or Alaska Native,1002-5,11.0,14469.0,Unreliable,37.9515,136.0293,22.9223,0.0010%,respiratory
,"Apache County, AZ",4001.0,American Indian or Alaska Native,1002-5,151.0,210448.0,71.7517,60.3071,83.1963,5.8391,0.0140%,respiratory
,"Apache County, AZ",4001.0,White,2106-3,119.0,63045.0,188.7541,154.8401,222.6681,17.3031,0.0111%,respiratory
,"Cochise County, AZ",4003.0,Black or African American,2054-5,13.0,23163.0,Unreliable,29.8838,95.9737,15.566,0.0012%,respiratory
,"Cochise County, AZ",4003.0,White,2106-3,594.0,443225.0,134.0177,123.24,144.7954,5.4988,0.0553%,respiratory
,"Coconino County, AZ",4005.0,American Indian or Alaska Native,1002-5,80.0,157618.0,50.7556,40.2462,63.1699,5.6747,0.0074%,respiratory
,"Coconino County, AZ",4005.0,White,2106-3,209.0,376952.0,55.4447,47.9277,62.9617,3.8352,0.0194%,respiratory
,"Gila County, AZ",4007.0,American Indian or Alaska Native,1002-5,34.0,39023.0,87.1281,60.3388,121.7528,14.9423,0.0032%,respiratory
,"Gila County, AZ",4007.0,White,2106-3,289.0,168821.0,171.1872,151.4504,190.9241,10.0698,0.0269%,respiratory
,"Graham County, AZ",4009.0,American Indian or Alaska Native,1002-5,13.0,20696.0,Unreliable,33.446,107.4139,17.4215,0.0012%,respiratory
,"Graham County, AZ",4009.0,White,2106-3,111.0,127000.0,87.4016,71.1418,103.6613,8.2958,0.0103%,respiratory
,"Greenlee County, AZ",4011.0,White,2106-3,17.0,33945.0,Unreliable,29.1742,80.1847,12.1464,0.0016%,respiratory
,"La Paz County, AZ",4012.0,American Indian or Alaska Native,1002-5,14.0,14565.0,Unreliable,52.5502,161.2744,25.6894,0.0013%,respiratory
,"La Paz County, AZ",4012.0,White,2106-3,123.0,61106.0,201.2896,165.7162,236.8629,18.1497,0.0114%,respiratory
,"Maricopa County, AZ",4013.0,American Indian or Alaska Native,1002-5,143.0,514638.0,27.7865,23.2322,32.3408,2.3236,0.0133%,respiratory
,"Maricopa County, AZ",4013.0,Asian,A,194.0,844965.0,22.9595,19.7287,26.1904,1.6484,0.0180%,respiratory
,"Maricopa County, AZ",4013.0,Black or African American,2054-5,438.0,1162554.0,37.6757,34.1473,41.2041,1.8002,0.0407%,respiratory
,"Maricopa County, AZ",4013.0,Native Hawaiian or Other Pacific Islander,NHOPI,18.0,52733.0,Unreliable,20.23,53.9468,8.0455,0.0017%,respiratory
,"Maricopa County, AZ",4013.0,White,2106-3,11417.0,14833101.0,76.9697,75.5579,78.3816,0.7204,1.0620%,respiratory
,"Maricopa County, AZ",4013.0,More than one race,M,106.0,563916.0,18.7971,15.2187,22.3756,1.8257,0.0099%,respiratory
,"Mohave County, AZ",4015.0,American Indian or Alaska Native,1002-5,10.0,25984.0,Unreliable,18.4552,70.7759,12.1701,0.0009%,respiratory
,"Mohave County, AZ",4015.0,White,2106-3,1678.0,783979.0,214.0363,203.7952,224.2775,5.2251,0.1561%,respiratory
,"Mohave County, AZ",4015.0,More than one race,M,18.0,21859.0,Unreliable,48.8031,130.142,19.4091,0.0017%,respiratory
,"Navajo County, AZ",4017.0,American Indian or Alaska Native,1002-5,146.0,199786.0,73.0782,61.2241,84.9323,6.048,0.0136%,respiratory
,"Navajo County, AZ",4017.0,White,2106-3,345.0,223764.0,154.1803,137.9108,170.4498,8.3008,0.0321%,respiratory
,"Pima County, AZ",4019.0,American Indian or Alaska Native,1002-5,80.0,184035.0,43.4700,34.4691,54.1023,4.8601,0.0074%,respiratory
,"Pima County, AZ",4019.0,Asian,A,42.0,141174.0,29.7505,21.4415,40.2141,4.5906,0.0039%,respiratory
,"Pima County, AZ",4019.0,Black or African American,2054-5,86.0,178881.0,48.0767,38.4551,59.3742,5.1842,0.0080%,respiratory
,"Pima County, AZ",4019.0,White,2106-3,3610.0,3554653.0,101.5570,98.2441,104.87,1.6903,0.3358%,respiratory
,"Pima County, AZ",4019.0,More than one race,M,15.0,130645.0,Unreliable,6.4261,18.937,2.9645,0.0014%,respiratory
,"Pinal County, AZ",4021.0,American Indian or Alaska Native,1002-5,57.0,121012.0,47.1028,35.6752,61.0273,6.2389,0.0053%,respiratory
,"Pinal County, AZ",4021.0,Black or African American,2054-5,35.0,100804.0,34.7208,24.1845,48.2884,5.8689,0.0033%,respiratory
,"Pinal County, AZ",4021.0,White,2106-3,1288.0,1517481.0,84.8775,80.2421,89.5129,2.365,0.1198%,respiratory
,"Pinal County, AZ",4021.0,More than one race,M,18.0,57537.0,Unreliable,18.5409,49.4425,7.3738,0.0017%,respiratory
,"Santa Cruz County, AZ",4023.0,White,2106-3,94.0,179263.0,52.4369,42.3743,64.1697,5.4085,0.0087%,respiratory
,"Yavapai County, AZ",4025.0,American Indian or Alaska Native,1002-5,17.0,20477.0,Unreliable,48.3625,132.9233,20.1353,0.0016%,respiratory
,"Yavapai County, AZ",4025.0,White,2106-3,1408.0,884838.0,159.1252,150.8134,167.4369,4.2407,0.1310%,respiratory
,"Yuma County, AZ",4027.0,American Indian or Alaska Native,1002-5,10.0,20019.0,Unreliable,23.9542,91.8647,15.7964,0.0009%,respiratory
,"Yuma County, AZ",4027.0,White,2106-3,602.0,774931.0,77.6843,71.4786,83.89,3.1662,0.0560%,respiratory
,"Arkansas County, AR",5001.0,Black or African American,2054-5,15.0,17457.0,Unreliable,48.0916,141.7211,22.1858,0.0014%,respiratory
,"Arkansas County, AR",5001.0,White,2106-3,123.0,49636.0,247.8040,204.0103,291.5977,22.3437,0.0114%,respiratory
,"Ashley County, AR",5003.0,Black or African American,2054-5,15.0,19153.0,Unreliable,43.8331,129.1717,20.2213,0.0014%,respiratory
,"Ashley County, AR",5003.0,White,2106-3,105.0,56530.0,185.7421,150.214,221.2702,18.1266,0.0098%,respiratory
,"Baxter County, AR",5005.0,White,2106-3,357.0,161938.0,220.4547,197.586,243.3234,11.6677,0.0332%,respiratory
,"Benton County, AR",5007.0,White,2106-3,813.0,999815.0,81.3150,75.7254,86.9047,2.8518,0.0756%,respiratory
,"Boone County, AR",5009.0,White,2106-3,212.0,144094.0,147.1262,127.321,166.9313,10.1047,0.0197%,respiratory
,"Bradley County, AR",5011.0,White,2106-3,46.0,29240.0,157.3187,115.1778,209.8412,23.1954,0.0043%,respiratory
,"Calhoun County, AR",5013.0,White,2106-3,34.0,15410.0,220.6360,152.797,308.3167,37.8388,0.0032%,respiratory
,"Carroll County, AR",5015.0,White,2106-3,131.0,104244.0,125.6667,104.1468,147.1866,10.9796,0.0122%,respiratory
,"Chicot County, AR",5017.0,Black or African American,2054-5,22.0,21966.0,100.1548,62.766,151.6353,21.3531,0.0020%,respiratory
,"Chicot County, AR",5017.0,White,2106-3,43.0,17528.0,245.3218,177.5394,330.446,37.4112,0.0040%,respiratory
,"Clark County, AR",5019.0,Black or African American,2054-5,19.0,21330.0,Unreliable,53.6302,139.1035,20.4355,0.0018%,respiratory
,"Clark County, AR",5019.0,White,2106-3,80.0,63587.0,125.8119,99.7613,156.5842,14.0662,0.0074%,respiratory
,"Clay County, AR",5021.0,White,2106-3,120.0,56238.0,213.3789,175.2005,251.5572,19.4787,0.0112%,respiratory
,"Cleburne County, AR",5023.0,White,2106-3,197.0,96271.0,204.6307,176.0552,233.2062,14.5793,0.0183%,respiratory
,"Cleveland County, AR",5025.0,White,2106-3,51.0,27122.0,188.0392,140.0084,247.2377,26.3308,0.0047%,respiratory
,"Columbia County, AR",5027.0,Black or African American,2054-5,27.0,33189.0,81.3523,53.6119,118.3635,15.6562,0.0025%,respiratory
,"Columbia County, AR",5027.0,White,2106-3,87.0,57017.0,152.5861,122.2153,188.2149,16.3589,0.0081%,respiratory
,"Conway County, AR",5029.0,Black or African American,2054-5,12.0,9626.0,Unreliable,64.4143,217.7602,35.9869,0.0011%,respiratory
,"Conway County, AR",5029.0,White,2106-3,142.0,70802.0,200.5593,167.5714,233.5472,16.8306,0.0132%,respiratory
,"Craighead County, AR",5031.0,Black or African American,2054-5,28.0,75116.0,37.2757,24.7693,53.8738,7.0444,0.0026%,respiratory
,"Craighead County, AR",5031.0,White,2106-3,412.0,351360.0,117.2587,105.9359,128.5814,5.7769,0.0383%,respiratory
,"Crawford County, AR",5033.0,White,2106-3,306.0,226914.0,134.8529,119.7432,149.9625,7.709,0.0285%,respiratory
,"Crittenden County, AR",5035.0,Black or African American,2054-5,80.0,104836.0,76.3097,60.509,94.9742,8.5317,0.0074%,respiratory
,"Crittenden County, AR",5035.0,White,2106-3,164.0,81652.0,200.8524,170.1119,231.5929,15.6839,0.0153%,respiratory
,"Cross County, AR",5037.0,White,2106-3,112.0,48710.0,229.9323,187.3482,272.5163,21.7266,0.0104%,respiratory
,"Dallas County, AR",5039.0,White,2106-3,38.0,15318.0,248.0742,175.5522,340.5016,40.2429,0.0035%,respiratory
,"Desha County, AR",5041.0,Black or African American,2054-5,18.0,21735.0,Unreliable,49.0816,130.8845,19.5199,0.0017%,respiratory
,"Desha County, AR",5041.0,White,2106-3,52.0,22032.0,236.0203,176.2718,309.51,32.7301,0.0048%,respiratory
,"Drew County, AR",5043.0,Black or African American,2054-5,16.0,20081.0,Unreliable,45.5428,129.3912,19.9193,0.0015%,respiratory
,"Drew County, AR",5043.0,White,2106-3,71.0,49616.0,143.0990,111.7618,180.4994,16.9827,0.0066%,respiratory
,"Faulkner County, AR",5045.0,Black or African American,2054-5,21.0,61974.0,33.8852,20.9756,51.7972,7.3944,0.0020%,respiratory
,"Faulkner County, AR",5045.0,White,2106-3,487.0,419107.0,116.1994,105.8791,126.5198,5.2655,0.0453%,respiratory
,"Franklin County, AR",5047.0,White,2106-3,114.0,66589.0,171.1994,139.7722,202.6267,16.0343,0.0106%,respiratory
,"Fulton County, AR",5049.0,White,2106-3,96.0,47331.0,202.8269,164.2898,247.6861,20.7009,0.0089%,respiratory
,"Garland County, AR",5051.0,Black or African American,2054-5,27.0,35045.0,77.0438,50.7726,112.0949,14.8271,0.0025%,respiratory
,"Garland County, AR",5051.0,White,2106-3,659.0,346432.0,190.2249,175.7011,204.7487,7.4101,0.0613%,respiratory
,"Grant County, AR",5053.0,White,2106-3,99.0,68989.0,143.5011,116.6305,174.7069,14.4224,0.0092%,respiratory
,"Greene County, AR",5055.0,White,2106-3,298.0,173599.0,171.6600,152.1697,191.1502,9.944,0.0277%,respiratory
,"Hempstead County, AR",5057.0,Black or African American,2054-5,15.0,25631.0,Unreliable,32.7547,96.5247,15.1105,0.0014%,respiratory
,"Hempstead County, AR",5057.0,White,2106-3,91.0,55291.0,164.5837,132.513,202.0726,17.2531,0.0085%,respiratory
,"Hot Spring County, AR",5059.0,Black or African American,2054-5,13.0,15117.0,Unreliable,45.7894,147.0556,23.851,0.0012%,respiratory
,"Hot Spring County, AR",5059.0,White,2106-3,189.0,114913.0,164.4723,141.0236,187.9209,11.9636,0.0176%,respiratory
,"Howard County, AR",5061.0,Black or African American,2054-5,10.0,11045.0,Unreliable,43.4169,166.5043,28.6309,0.0009%,respiratory
,"Howard County, AR",5061.0,White,2106-3,67.0,39169.0,171.0536,132.5649,217.2313,20.8975,0.0062%,respiratory
,"Independence County, AR",5063.0,White,2106-3,185.0,141502.0,130.7402,111.9003,149.5801,9.6122,0.0172%,respiratory
,"Izard County, AR",5065.0,White,2106-3,127.0,51978.0,244.3341,201.8391,286.8292,21.6811,0.0118%,respiratory
,"Jackson County, AR",5067.0,Black or African American,2054-5,11.0,11702.0,Unreliable,46.9253,168.1942,28.3424,0.0010%,respiratory
,"Jackson County, AR",5067.0,White,2106-3,110.0,52973.0,207.6530,168.847,246.4589,19.7989,0.0102%,respiratory
,"Jefferson County, AR",5069.0,Black or African American,2054-5,75.0,152788.0,49.0876,38.6104,61.5318,5.6682,0.0070%,respiratory
,"Jefferson County, AR",5069.0,White,2106-3,190.0,105785.0,179.6096,154.0703,205.1489,13.0302,0.0177%,respiratory
,"Johnson County, AR",5071.0,White,2106-3,130.0,96445.0,134.7919,111.6207,157.963,11.822,0.0121%,respiratory
,"Lafayette County, AR",5073.0,White,2106-3,42.0,15998.0,262.5328,189.21,354.8682,40.5097,0.0039%,respiratory
,"Lawrence County, AR",5075.0,White,2106-3,138.0,63084.0,218.7559,182.2573,255.2546,18.6217,0.0128%,respiratory
,"Lee County, AR",5077.0,Black or African American,2054-5,24.0,18910.0,126.9170,81.3182,188.8423,25.9068,0.0022%,respiratory
,"Lee County, AR",5077.0,White,2106-3,26.0,15131.0,171.8327,112.2462,251.7744,33.6992,0.0024%,respiratory
,"Lincoln County, AR",5079.0,White,2106-3,58.0,35389.0,163.8927,124.4503,211.8691,21.5202,0.0054%,respiratory
,"Little River County, AR",5081.0,White,2106-3,91.0,36696.0,247.9834,199.6614,304.4691,25.9957,0.0085%,respiratory
,"Logan County, AR",5083.0,White,2106-3,162.0,79950.0,202.6266,171.4237,233.8296,15.9199,0.0151%,respiratory
,"Lonoke County, AR",5085.0,Black or African American,2054-5,10.0,18911.0,Unreliable,25.3577,97.2471,16.7219,0.0009%,respiratory
,"Lonoke County, AR",5085.0,White,2106-3,268.0,264943.0,101.1538,89.0431,113.2646,6.179,0.0249%,respiratory
,"Madison County, AR",5087.0,White,2106-3,56.0,62613.0,89.4383,67.5608,116.1428,11.9517,0.0052%,respiratory
,"Marion County, AR",5089.0,White,2106-3,141.0,64144.0,219.8179,183.5344,256.1014,18.512,0.0131%,respiratory
,"Miller County, AR",5091.0,Black or African American,2054-5,22.0,44059.0,49.9330,31.2925,75.5991,10.6458,0.0020%,respiratory
,"Miller County, AR",5091.0,White,2106-3,192.0,122366.0,156.9063,134.7118,179.1009,11.3237,0.0179%,respiratory
,"Mississippi County, AR",5093.0,Black or African American,2054-5,34.0,57823.0,58.8001,40.7209,82.1673,10.0841,0.0032%,respiratory
,"Mississippi County, AR",5093.0,White,2106-3,154.0,99613.0,154.5983,130.1808,179.0158,12.4579,0.0143%,respiratory
,"Monroe County, AR",5095.0,Black or African American,2054-5,13.0,10821.0,Unreliable,63.968,205.4375,33.3199,0.0012%,respiratory
,"Monroe County, AR",5095.0,White,2106-3,31.0,15017.0,206.4327,140.2607,293.0147,37.0764,0.0029%,respiratory
,"Montgomery County, AR",5097.0,White,2106-3,73.0,33331.0,219.0153,171.673,275.3789,25.6338,0.0068%,respiratory
,"Nevada County, AR",5099.0,White,2106-3,39.0,21929.0,177.8467,126.4668,243.1218,28.4783,0.0036%,respiratory
,"Newton County, AR",5101.0,White,2106-3,59.0,28844.0,204.5486,155.7126,263.8534,26.63,0.0055%,respiratory
,"Ouachita County, AR",5103.0,Black or African American,2054-5,42.0,37107.0,113.1862,81.5744,152.9949,17.465,0.0039%,respiratory
,"Ouachita County, AR",5103.0,White,2106-3,146.0,52345.0,278.9187,233.6751,324.1623,23.0835,0.0136%,respiratory
,"Perry County, AR",5105.0,White,2106-3,55.0,38798.0,141.7599,106.7934,184.5203,19.1149,0.0051%,respiratory
,"Phillips County, AR",5107.0,Black or African American,2054-5,36.0,43028.0,83.6664,58.5991,115.8295,13.9444,0.0033%,respiratory
,"Phillips County, AR",5107.0,White,2106-3,77.0,24431.0,315.1733,248.7285,393.9131,35.9173,0.0072%,respiratory
,"Pike County, AR",5109.0,White,2106-3,95.0,38864.0,244.4422,197.7684,298.8183,25.0792,0.0088%,respiratory
,"Poinsett County, AR",5111.0,White,2106-3,177.0,83083.0,213.0400,181.6544,244.4256,16.0131,0.0165%,respiratory
,"Polk County, AR",5113.0,White,2106-3,145.0,74063.0,195.7793,163.9124,227.6461,16.2586,0.0135%,respiratory
,"Pope County, AR",5115.0,White,2106-3,297.0,235748.0,125.9820,111.654,140.31,7.3102,0.0276%,respiratory
,"Prairie County, AR",5117.0,White,2106-3,51.0,27954.0,182.4426,135.8413,239.8792,25.5471,0.0047%,respiratory
,"Pulaski County, AR",5119.0,Black or African American,2054-5,291.0,598613.0,48.6124,43.0269,54.1978,2.8497,0.0271%,respiratory
,"Pulaski County, AR",5119.0,White,2106-3,1078.0,896717.0,120.2163,113.0398,127.3928,3.6615,0.1003%,respiratory
,"Randolph County, AR",5121.0,White,2106-3,139.0,68407.0,203.1956,169.4153,236.9758,17.2348,0.0129%,respiratory
,"St. Francis County, AR",5123.0,Black or African American,2054-5,35.0,51774.0,67.6015,47.0871,94.0175,11.4267,0.0033%,respiratory
,"St. Francis County, AR",5123.0,White,2106-3,61.0,42831.0,142.4202,108.9401,182.9445,18.235,0.0057%,respiratory
,"Saline County, AR",5125.0,Black or African American,2054-5,10.0,42554.0,Unreliable,11.269,43.2166,7.4312,0.0009%,respiratory
,"Saline County, AR",5125.0,White,2106-3,505.0,432222.0,116.8381,106.6476,127.0286,5.1992,0.0470%,respiratory
,"Scott County, AR",5127.0,White,2106-3,71.0,36875.0,192.5424,150.3775,242.8652,22.8506,0.0066%,respiratory
,"Searcy County, AR",5129.0,White,2106-3,60.0,29983.0,200.1134,152.7085,257.586,25.8345,0.0056%,respiratory
,"Sebastian County, AR",5131.0,Black or African American,2054-5,32.0,35765.0,89.4729,61.1995,126.309,15.8167,0.0030%,respiratory
,"Sebastian County, AR",5131.0,White,2106-3,530.0,418199.0,126.7339,115.9442,137.5237,5.505,0.0493%,respiratory
,"Sevier County, AR",5133.0,White,2106-3,89.0,58431.0,152.3164,122.3223,187.439,16.1455,0.0083%,respiratory
,"Sharp County, AR",5135.0,White,2106-3,142.0,66502.0,213.5274,178.4065,248.6483,17.9188,0.0132%,respiratory
,"Stone County, AR",5137.0,White,2106-3,119.0,48223.0,246.7702,202.4323,291.1081,22.6214,0.0111%,respiratory
,"Union County, AR",5139.0,Black or African American,2054-5,48.0,50998.0,94.1213,69.3975,124.7908,13.5852,0.0045%,respiratory
,"Union County, AR",5139.0,White,2106-3,175.0,98683.0,177.3355,151.0611,203.6099,13.4053,0.0163%,respiratory
,"Van Buren County, AR",5141.0,White,2106-3,155.0,62677.0,247.2996,208.367,286.2323,19.8636,0.0144%,respiratory
,"Washington County, AR",5143.0,White,2106-3,401.0,835277.0,48.0080,43.3091,52.7069,2.3974,0.0373%,respiratory
,"White County, AR",5145.0,White,2106-3,426.0,287290.0,148.2822,134.201,162.3634,7.1843,0.0396%,respiratory
,"Woodruff County, AR",5147.0,Black or African American,2054-5,13.0,6559.0,Unreliable,105.5341,338.9296,54.9711,0.0012%,respiratory
,"Woodruff County, AR",5147.0,White,2106-3,47.0,17858.0,263.1874,193.3795,349.9839,38.3898,0.0044%,respiratory
,"Yell County, AR",5149.0,White,2106-3,127.0,78795.0,161.1777,133.1454,189.2101,14.3022,0.0118%,respiratory
,"Alameda County, CA",6001.0,Asian,A,631.0,2178787.0,28.9611,26.7013,31.2208,1.1529,0.0587%,respiratory
,"Alameda County, CA",6001.0,Black or African American,2054-5,563.0,726618.0,77.4823,71.0819,83.8826,3.2655,0.0524%,respiratory
