"Notes"	"County"	"County Code"	"Month"	"Month Code"	Deaths	Population	Crude Rate	Crude Rate Lower 95% Confidence Interval	Crude Rate Upper 95% Confidence Interval
	"Clay County, MO"	"29047"	"May, 2018"	"2018/05"	14	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Clay County, MO"	"29047"	"Jun., 2018"	"2018/06"	18	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Clay County, MO"	"29047"	"Jul., 2018"	"2018/07"	19	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Clay County, MO"	"29047"	"Aug., 2018"	"2018/08"	21	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Clay County, MO"	"29047"	"Sep., 2018"	"2018/09"	11	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Clay County, MO"	"29047"	"Oct., 2018"	"2018/10"	11	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Clay County, MO"	"29047"	"Nov., 2018"	"2018/11"	21	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Clay County, MO"	"29047"	"Dec., 2018"	"2018/12"	19	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Cole County, MO"	"29051"	"Jan., 2018"	"2018/01"	19	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Cole County, MO"	"29051"	"Feb., 2018"	"2018/02"	11	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Cole County, MO"	"29051"	"Mar., 2018"	"2018/03"	12	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Franklin County, MO"	"29071"	"Jan., 2018"	"2018/01"	17	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Franklin County, MO"	"29071"	"Feb., 2018"	"2018/02"	12	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Franklin County, MO"	"29071"	"Apr., 2018"	"2018/04"	10	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Franklin County, MO"	"29071"	"Aug., 2018"	"2018/08"	10	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Franklin County, MO"	"29071"	"Sep., 2018"	"2018/09"	14	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Franklin County, MO"	"29071"	"Oct., 2018"	"2018/10"	11	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Franklin County, MO"	"29071"	"Nov., 2018"	"2018/11"	11	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Greene County, MO"	"29077"	"Jan., 2018"	"2018/01"	56	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Greene County, MO"	"29077"	"Feb., 2018"	"2018/02"	43	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Greene County, MO"	"29077"	"Mar., 2018"	"2018/03"	35	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Greene County, MO"	"29077"	"Apr., 2018"	"2018/04"	23	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Greene County, MO"	"29077"	"May, 2018"	"2018/05"	26	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Greene County, MO"	"29077"	"Jun., 2018"	"2018/06"	25	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Greene County, MO"	"29077"	"Jul., 2018"	"2018/07"	29	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Greene County, MO"	"29077"	"Aug., 2018"	"2018/08"	28	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Greene County, MO"	"29077"	"Sep., 2018"	"2018/09"	33	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Greene County, MO"	"29077"	"Oct., 2018"	"2018/10"	21	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Greene County, MO"	"29077"	"Nov., 2018"	"2018/11"	23	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Greene County, MO"	"29077"	"Dec., 2018"	"2018/12"	23	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Howell County, MO"	"29091"	"Jan., 2018"	"2018/01"	11	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Howell County, MO"	"29091"	"Apr., 2018"	"2018/04"	10	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Jackson County, MO"	"29095"	"Jan., 2018"	"2018/01"	87	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Jackson County, MO"	"29095"	"Feb., 2018"	"2018/02"	72	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Jackson County, MO"	"29095"	"Mar., 2018"	"2018/03"	76	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Jackson County, MO"	"29095"	"Apr., 2018"	"2018/04"	60	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Jackson County, MO"	"29095"	"May, 2018"	"2018/05"	47	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Jackson County, MO"	"29095"	"Jun., 2018"	"2018/06"	44	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Jackson County, MO"	"29095"	"Jul., 2018"	"2018/07"	47	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Jackson County, MO"	"29095"	"Aug., 2018"	"2018/08"	53	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Jackson County, MO"	"29095"	"Sep., 2018"	"2018/09"	37	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Jackson County, MO"	"29095"	"Oct., 2018"	"2018/10"	42	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Jackson County, MO"	"29095"	"Nov., 2018"	"2018/11"	42	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Jackson County, MO"	"29095"	"Dec., 2018"	"2018/12"	63	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Jasper County, MO"	"29097"	"Jan., 2018"	"2018/01"	27	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Jasper County, MO"	"29097"	"Feb., 2018"	"2018/02"	19	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Jasper County, MO"	"29097"	"Mar., 2018"	"2018/03"	20	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Jasper County, MO"	"29097"	"Apr., 2018"	"2018/04"	20	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Jasper County, MO"	"29097"	"May, 2018"	"2018/05"	15	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Jasper County, MO"	"29097"	"Jul., 2018"	"2018/07"	15	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Jasper County, MO"	"29097"	"Aug., 2018"	"2018/08"	12	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Jasper County, MO"	"29097"	"Sep., 2018"	"2018/09"	14	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Jasper County, MO"	"29097"	"Oct., 2018"	"2018/10"	15	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Jasper County, MO"	"29097"	"Nov., 2018"	"2018/11"	13	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Jasper County, MO"	"29097"	"Dec., 2018"	"2018/12"	10	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Jefferson County, MO"	"29099"	"Jan., 2018"	"2018/01"	43	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Jefferson County, MO"	"29099"	"Feb., 2018"	"2018/02"	30	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Jefferson County, MO"	"29099"	"Mar., 2018"	"2018/03"	19	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Jefferson County, MO"	"29099"	"Apr., 2018"	"2018/04"	23	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Jefferson County, MO"	"29099"	"May, 2018"	"2018/05"	17	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Jefferson County, MO"	"29099"	"Jun., 2018"	"2018/06"	20	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Jefferson County, MO"	"29099"	"Jul., 2018"	"2018/07"	12	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Jefferson County, MO"	"29099"	"Aug., 2018"	"2018/08"	10	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Jefferson County, MO"	"29099"	"Sep., 2018"	"2018/09"	16	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Jefferson County, MO"	"29099"	"Oct., 2018"	"2018/10"	23	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Jefferson County, MO"	"29099"	"Nov., 2018"	"2018/11"	24	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Jefferson County, MO"	"29099"	"Dec., 2018"	"2018/12"	22	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Laclede County, MO"	"29105"	"Feb., 2018"	"2018/02"	11	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Lawrence County, MO"	"29109"	"Jan., 2018"	"2018/01"	12	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Lawrence County, MO"	"29109"	"Feb., 2018"	"2018/02"	10	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Newton County, MO"	"29145"	"Jan., 2018"	"2018/01"	11	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Newton County, MO"	"29145"	"Sep., 2018"	"2018/09"	11	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Platte County, MO"	"29165"	"Jan., 2018"	"2018/01"	10	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Platte County, MO"	"29165"	"Feb., 2018"	"2018/02"	10	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Platte County, MO"	"29165"	"Mar., 2018"	"2018/03"	10	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Platte County, MO"	"29165"	"Apr., 2018"	"2018/04"	10	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"St. Charles County, MO"	"29183"	"Jan., 2018"	"2018/01"	57	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"St. Charles County, MO"	"29183"	"Feb., 2018"	"2018/02"	27	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"St. Charles County, MO"	"29183"	"Mar., 2018"	"2018/03"	31	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"St. Charles County, MO"	"29183"	"Apr., 2018"	"2018/04"	40	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"St. Charles County, MO"	"29183"	"May, 2018"	"2018/05"	26	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"St. Charles County, MO"	"29183"	"Jun., 2018"	"2018/06"	20	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"St. Charles County, MO"	"29183"	"Jul., 2018"	"2018/07"	13	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"St. Charles County, MO"	"29183"	"Aug., 2018"	"2018/08"	26	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"St. Charles County, MO"	"29183"	"Sep., 2018"	"2018/09"	16	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"St. Charles County, MO"	"29183"	"Oct., 2018"	"2018/10"	20	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"St. Charles County, MO"	"29183"	"Nov., 2018"	"2018/11"	22	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"St. Charles County, MO"	"29183"	"Dec., 2018"	"2018/12"	23	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"St. Francois County, MO"	"29187"	"Jan., 2018"	"2018/01"	22	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"St. Francois County, MO"	"29187"	"Feb., 2018"	"2018/02"	13	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"St. Francois County, MO"	"29187"	"Mar., 2018"	"2018/03"	11	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"St. Francois County, MO"	"29187"	"Apr., 2018"	"2018/04"	10	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"St. Francois County, MO"	"29187"	"Dec., 2018"	"2018/12"	11	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"St. Louis County, MO"	"29189"	"Jan., 2018"	"2018/01"	157	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"St. Louis County, MO"	"29189"	"Feb., 2018"	"2018/02"	98	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"St. Louis County, MO"	"29189"	"Mar., 2018"	"2018/03"	115	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"St. Louis County, MO"	"29189"	"Apr., 2018"	"2018/04"	70	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"St. Louis County, MO"	"29189"	"May, 2018"	"2018/05"	67	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"St. Louis County, MO"	"29189"	"Jun., 2018"	"2018/06"	57	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"St. Louis County, MO"	"29189"	"Jul., 2018"	"2018/07"	60	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"St. Louis County, MO"	"29189"	"Aug., 2018"	"2018/08"	51	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"St. Louis County, MO"	"29189"	"Sep., 2018"	"2018/09"	61	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"St. Louis County, MO"	"29189"	"Oct., 2018"	"2018/10"	64	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"St. Louis County, MO"	"29189"	"Nov., 2018"	"2018/11"	69	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"St. Louis County, MO"	"29189"	"Dec., 2018"	"2018/12"	99	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Scott County, MO"	"29201"	"Mar., 2018"	"2018/03"	10	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Stoddard County, MO"	"29207"	"Jan., 2018"	"2018/01"	12	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Stoddard County, MO"	"29207"	"Dec., 2018"	"2018/12"	11	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Taney County, MO"	"29213"	"Jan., 2018"	"2018/01"	14	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Texas County, MO"	"29215"	"Jan., 2018"	"2018/01"	10	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"St. Louis city, MO"	"29510"	"Jan., 2018"	"2018/01"	31	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"St. Louis city, MO"	"29510"	"Feb., 2018"	"2018/02"	34	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"St. Louis city, MO"	"29510"	"Mar., 2018"	"2018/03"	20	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"St. Louis city, MO"	"29510"	"Apr., 2018"	"2018/04"	11	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"St. Louis city, MO"	"29510"	"May, 2018"	"2018/05"	20	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"St. Louis city, MO"	"29510"	"Jun., 2018"	"2018/06"	20	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"St. Louis city, MO"	"29510"	"Jul., 2018"	"2018/07"	12	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"St. Louis city, MO"	"29510"	"Aug., 2018"	"2018/08"	15	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"St. Louis city, MO"	"29510"	"Sep., 2018"	"2018/09"	14	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"St. Louis city, MO"	"29510"	"Oct., 2018"	"2018/10"	14	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"St. Louis city, MO"	"29510"	"Nov., 2018"	"2018/11"	12	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"St. Louis city, MO"	"29510"	"Dec., 2018"	"2018/12"	25	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Cascade County, MT"	"30013"	"Jan., 2018"	"2018/01"	18	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Cascade County, MT"	"30013"	"Feb., 2018"	"2018/02"	12	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Cascade County, MT"	"30013"	"May, 2018"	"2018/05"	17	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Cascade County, MT"	"30013"	"Oct., 2018"	"2018/10"	13	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Flathead County, MT"	"30029"	"Jan., 2018"	"2018/01"	12	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Flathead County, MT"	"30029"	"Feb., 2018"	"2018/02"	16	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Flathead County, MT"	"30029"	"Mar., 2018"	"2018/03"	13	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Flathead County, MT"	"30029"	"May, 2018"	"2018/05"	12	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Flathead County, MT"	"30029"	"Aug., 2018"	"2018/08"	12	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Flathead County, MT"	"30029"	"Nov., 2018"	"2018/11"	11	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Lewis and Clark County, MT"	"30049"	"Nov., 2018"	"2018/11"	10	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Missoula County, MT"	"30063"	"Jun., 2018"	"2018/06"	10	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Missoula County, MT"	"30063"	"Oct., 2018"	"2018/10"	11	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Yellowstone County, MT"	"30111"	"Jan., 2018"	"2018/01"	20	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Yellowstone County, MT"	"30111"	"Feb., 2018"	"2018/02"	17	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Yellowstone County, MT"	"30111"	"Mar., 2018"	"2018/03"	20	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Yellowstone County, MT"	"30111"	"Apr., 2018"	"2018/04"	14	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Yellowstone County, MT"	"30111"	"Jun., 2018"	"2018/06"	13	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Yellowstone County, MT"	"30111"	"Jul., 2018"	"2018/07"	11	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Yellowstone County, MT"	"30111"	"Aug., 2018"	"2018/08"	12	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Yellowstone County, MT"	"30111"	"Sep., 2018"	"2018/09"	11	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Yellowstone County, MT"	"30111"	"Oct., 2018"	"2018/10"	21	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Yellowstone County, MT"	"30111"	"Nov., 2018"	"2018/11"	19	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Yellowstone County, MT"	"30111"	"Dec., 2018"	"2018/12"	16	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Buffalo County, NE"	"31019"	"Oct., 2018"	"2018/10"	10	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Dodge County, NE"	"31053"	"Feb., 2018"	"2018/02"	10	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Douglas County, NE"	"31055"	"Jan., 2018"	"2018/01"	64	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Douglas County, NE"	"31055"	"Feb., 2018"	"2018/02"	40	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Douglas County, NE"	"31055"	"Mar., 2018"	"2018/03"	47	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Douglas County, NE"	"31055"	"Apr., 2018"	"2018/04"	44	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Douglas County, NE"	"31055"	"May, 2018"	"2018/05"	31	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Douglas County, NE"	"31055"	"Jun., 2018"	"2018/06"	36	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Douglas County, NE"	"31055"	"Jul., 2018"	"2018/07"	27	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Douglas County, NE"	"31055"	"Aug., 2018"	"2018/08"	39	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Douglas County, NE"	"31055"	"Sep., 2018"	"2018/09"	36	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Douglas County, NE"	"31055"	"Oct., 2018"	"2018/10"	33	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Douglas County, NE"	"31055"	"Nov., 2018"	"2018/11"	27	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Douglas County, NE"	"31055"	"Dec., 2018"	"2018/12"	44	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Hall County, NE"	"31079"	"Jan., 2018"	"2018/01"	10	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Hall County, NE"	"31079"	"Feb., 2018"	"2018/02"	10	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Hall County, NE"	"31079"	"Nov., 2018"	"2018/11"	11	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Lancaster County, NE"	"31109"	"Jan., 2018"	"2018/01"	37	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Lancaster County, NE"	"31109"	"Feb., 2018"	"2018/02"	29	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Lancaster County, NE"	"31109"	"Mar., 2018"	"2018/03"	24	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Lancaster County, NE"	"31109"	"Apr., 2018"	"2018/04"	24	Not Applicable	Not Applicable	Not Applicable	Not Applicable
	"Lancaster County, NE"	"31109"	"May, 2018"	"2018/05"	22	Not Applicable	Not Applicable	Not Applicable	Not Applicable
